,Approval,Class,Drug Class,Drug Name,EntryName,Gene,INDEX,Indication(s),LigandType,Phase,PhaseDate,ClinicalStatus,Status,Subfamily,Target class,Target_novelty,Trial name,Uniprot,ModeOfAction,Note
470,0,Class A (Rhodopsin),small molecule,avn-397,5ht6r_human,HTR6,2490,Alzheimer's disease,Aminergic ,2,2010.0,discontinued,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,avn-397,P50406,na,Undefined or unknown MoA
471,0,Class A (Rhodopsin),peptide nucleic acid,avr118,aa2ar_human,ADORA2A,2269,"Antineoplastic agent, wound healing accelerant",Nucleotide ,2,2011.0,discontinued,in trial,Adenosine receptors,GPCR;Rhodopsin,established,"avr123, AVR118",P29274,na,
472,0,Class A (Rhodopsin),peptide nucleic acid,avr118,aa2br_human,ADORA2B,2269,"Antineoplastic agent, wound healing accelerant",Nucleotide ,2,2011.0,discontinued,in trial,Adenosine receptors,GPCR;Rhodopsin,established,"avr123, AVR118",P29275,na,
473,0,Class A (Rhodopsin),peptide nucleic acid,avr118,aa3r_human,ADORA3,2269,"Antineoplastic agent, wound healing accelerant",Nucleotide ,2,2011.0,discontinued,in trial,Adenosine receptors,GPCR;Rhodopsin,established,"avr123, AVR118",P0DMS8,na,
474,0,Class B1 (Secretin),peptide,ostabolin-c,pth1r_human,PTH1R,1530,Anti-osteoporotic,Peptide ,2,2008.0,discontinued,in trial,Parathyroid hormone receptors,GPCR;Secretin,established,"ostabolin-c,  zt-031",Q03431,na,Change within company direction
475,0,Class B1 (Secretin),peptide,ostabolin-c,pth2r_human,PTH2R,1530,Anti-osteoporotic,Peptide ,2,2008.0,discontinued,in trial,Parathyroid hormone receptors,GPCR;Secretin,established,"ostabolin-c,  zt-031",P49190,na,Change within company direction
476,0,Class A (Rhodopsin),small molecule,sou-001,ada1a_human,ADRA1A,1881,incontinence,Aminergic ,2,2006.0,discontinued,in trial,Adrenoceptors,GPCR;Rhodopsin,established,"sou-001, drp-001",P35348,na,
477,0,Class A (Rhodopsin),small molecule,sou-001,ada1b_human,ADRA1B,1881,incontinence,Aminergic ,2,2006.0,discontinued,in trial,Adrenoceptors,GPCR;Rhodopsin,established,"sou-001, drp-001",P35368,na,
478,0,Class A (Rhodopsin),small molecule,sou-001,ada1d_human,ADRA1D,1881,incontinence,Aminergic ,2,2006.0,discontinued,in trial,Adrenoceptors,GPCR;Rhodopsin,established,"sou-001, drp-001",P25100,na,
479,0,Class A (Rhodopsin),injectible islet neogenesis therapy,tt-223,gasr_human,CCKBR,2092,Antidiabetic; injectable islet neogenesis therapy for diabetes,Peptide ,2,2008.0,discontinued,in trial,Cholecystokinin receptors,GPCR;Rhodopsin,established,tt-223,P32239,na,
480,0,Class B1 (Secretin),peptide,h-pth 1-34,pth1r_human,PTH1R,2153,Anti-osteoporotic,Peptide ,2,2009.0,discontinued,in trial,Parathyroid hormone receptors,GPCR;Secretin,established,viaderm hpth 1-34,Q03431,na,
481,0,Class B1 (Secretin),peptide,h-pth 1-34,pth2r_human,PTH2R,2153,Anti-osteoporotic,Peptide ,2,2009.0,discontinued,in trial,Parathyroid hormone receptors,GPCR;Secretin,established,viaderm hpth 1-34,P49190,na,
482,0,Class B1 (Secretin),peptide,corticotropin-releasing factor,crfr1_human,CRHR1,528,peritumoral brain edema,Peptide ,3,2005.0,discontinued,in trial,Corticotropin-releasing factor receptors,GPCR;Secretin,not established,"corticotropin-releasing factor,xerecept",P34998,na,
483,0,Class B1 (Secretin),peptide,corticotropin-releasing factor,crfr2_human,CRHR2,528,peritumoral brain edema,Peptide ,3,2005.0,discontinued,in trial,Corticotropin-releasing factor receptors,GPCR;Secretin,not established,"corticotropin-releasing factor,xerecept",Q13324,na,
484,0,Class B1 (Secretin),peptide,rg1068,sctr_human,SCTR,1749,"autism, schizophrenia",Peptide ,3,2004.0,discontinued,in trial,Glucagon receptor family,GPCR;Secretin,established,"rg1068, synthetic secretin,secreflo",P47872,na,
485,0,Class B1 (Secretin),peptide,rg1068,sctr_human,SCTR,1749,"autism, schizophrenia",Peptide ,3,2004.0,discontinued,in trial,Glucagon receptor family,GPCR;Secretin,established,"rg1068, synthetic secretin,secreflo",P47872,na,
486,0,Class C (Glutamate) ,small molecule,adx10059,grm5_human,GRM5,62,Anti-migraine ; gastroesophageal reflux disease,Amino acid ,2,2008.0,discontinued,in trial,Metabotropic glutamate receptors,GPCR;Glutamate,established,adx10059,P41594,nam,
487,0,Class A (Rhodopsin),small molecule,nbi-42902,gnrhr_human,GNRHR,869,postmenopausal symptoms; Antineoplastic,Peptide ,2,2005.0,discontinued,in trial,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,"gnrh receptor antagonist, nbi-42902",P30968,inhibitor,
488,0,Class A (Rhodopsin),small molecule,nbi-42902,gnrr2_human,GNRHR2,869,postmenopausal symptoms; Antineoplastic,Peptide ,2,2005.0,discontinued,in trial,Gonadotrophin-releasing hormone receptors,GPCR;Rhodopsin,established,"gnrh receptor antagonist, nbi-42902",Q96P88,inhibitor,
489,0,Class A (Rhodopsin),small molecule,mitemcinal,mtlr_human,MLNR,1296,gastroparesis,Peptide ,2,2002.0,discontinued,in trial,Motilin receptors,GPCR;Rhodopsin,not established,"mitemcinal, gm-611",O43193,agonist,
490,0,Class A (Rhodopsin),small molecule,bifeprunox,drd3_human,DRD3,356,Antipsychotic ; Antiparkinson,Aminergic ,3,2009.0,discontinued,in trial,Dopamine receptors,GPCR;Rhodopsin,established,"bifeprunox, du127090",P35462,antagonist,
491,0,Class A (Rhodopsin),small molecule,bifeprunox,5ht2a_human,HTR2A,356,Antipsychotic ; Antiparkinson,Aminergic ,3,2009.0,discontinued,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"bifeprunox, du127090",P28223,agonist,
492,0,Class A (Rhodopsin),small molecule,bifeprunox,5ht2c_human,HTR2C,356,Antipsychotic ; Antiparkinson,Aminergic ,3,2009.0,discontinued,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"bifeprunox, du127090",P28335,agonist,
493,0,Class A (Rhodopsin),small molecule,bifeprunox,5ht7r_human,HTR7,356,Antipsychotic ; Antiparkinson,Aminergic ,3,2009.0,discontinued,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"bifeprunox, du127090",P34969,agonist,
494,0,Class A (Rhodopsin),small molecule,saredutant,nk2r_human,TACR2,1810,Anti-depressant,Peptide ,3,2006.0,discontinued,in trial,Tachykinin receptors,GPCR;Rhodopsin,not established,"saredutant, sr 48968",P21452,antagonist,Sanofi-aventis discontinued due to reprioritization of RD portfolio
495,0,Class A (Rhodopsin),peptide,rusalatide,par1_human,F2R,2048,diabetic foot ulcers,Peptide ,3,2005.0,discontinued,in trial,Proteinase-activated receptors,GPCR;Rhodopsin,established,"tp-508,chrysalin",P25116,modulator,
496,0,Class A (Rhodopsin),peptide,rusalatide,par3_human,F2RL2,2048,diabetic foot ulcers,Peptide ,3,2005.0,discontinued,in trial,Proteinase-activated receptors,GPCR;Rhodopsin,established,"tp-508,chrysalin",O00254,modulator,
497,0,Class A (Rhodopsin),peptide,rusalatide,par4_human,F2RL3,2048,diabetic foot ulcers,Peptide ,3,2005.0,discontinued,in trial,Proteinase-activated receptors,GPCR;Rhodopsin,established,"tp-508,chrysalin",Q96RI0,modulator,
498,0,Class A (Rhodopsin),small molecule,aplindore,drd2_human,DRD2,203,Antiparkinson ; restlegs legs syndrome,Aminergic ,2,2008.0,discontinued,in trial,Dopamine receptors,GPCR;Rhodopsin,established,"aplindore, dab-452",P14416,partial agonist,
499,0,Class A (Rhodopsin),small molecule,bifeprunox,drd2_human,DRD2,356,Antipsychotic ; Antiparkinson,Aminergic ,3,2009.0,discontinued,in trial,Dopamine receptors,GPCR;Rhodopsin,established,"bifeprunox, du127090",P14416,partial agonist,
500,0,Class A (Rhodopsin),small molecule,bifeprunox,5ht1a_human,HTR1A,356,Antipsychotic ; Antiparkinson,Aminergic ,3,2009.0,discontinued,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"bifeprunox, du127090",P08908,partial agonist,
501,0,Class A (Rhodopsin),small molecule,saprisartan,agtr1_human,AGTR1,NRDD489,Antihypertensive,Peptide ,2,1997.0,discontinued,in trial,Angiotensin receptors,GPCR;Rhodopsin,established,-,P30556,antagonist,
502,0,Class A (Rhodopsin),small molecule,bevantolol,adrb1_human,ADRB1,NRDD056,Antihypertensive,Aminergic ,2,1989.0,discontinued,in trial,Adrenoceptors,GPCR;Rhodopsin,established,-,P08588,antagonist,Decided 1989 not to market it in US and elsewhere
503,0,Class A (Rhodopsin),small molecule,cf602,aa3r_human,ADORA3,MMAapril2016_0230,sexual dysfunction,Nucleotide ,1,2017.0,Not open yet,in trial,Adenosine receptors,GPCR;Rhodopsin,established,cf602,P0DMS8,agonist,
504,0,Class A (Rhodopsin),small molecule,ajulemic acid,cnr1_human,CNR1,2361,Analgesics;neuropathic pain,Lipid ,2,2017.0,Not open yet,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,"ip 751, ct-3",P21554,agonist,
505,0,Class A (Rhodopsin),small molecule,ajulemic acid,cnr2_human,CNR2,2361,Analgesics;neuropathic pain,Lipid ,2,2017.0,Not open yet,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,"ip 751, ct-3",P34972,agonist,
506,0,Class A (Rhodopsin),small molecule,cf-101,aa3r_human,ADORA3,473,Anti-inflammatory ; DMARD,Nucleotide ,3,2015.0,Not open yet,in trial,Adenosine receptors,GPCR;Rhodopsin,established,cf-101,P0DMS8,agonist,
507,0,Class A (Rhodopsin),peptide,"txa127, angiotensin (1-7)",mas_human,MAS1,MMAmay2016_0617,"Epidermolysis bulbosa, hypertension, muscular dystrophies",Orphan ,Preclinical,2016.0,Not open yet,in trial,Class A orphans,GPCR;Rhodopsin,not established,"txa127, angiotensin (1-7)",P04201,agonist,
508,0,Class A (Rhodopsin),small molecule,zyn002,cnr1_human,CNR1,MMAapril2016_0296,Anticonvulsants; Antiepileptics,Lipid ,Preclinical,2017.0,Not open yet,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,"zyn002, Topical cannabidiol gel",P21554,agonist,
509,0,Class A (Rhodopsin),small molecule,zyn002,cnr2_human,CNR2,MMAapril2016_0297,Anticonvulsants; Antiepileptics,Lipid ,Preclinical,2017.0,Not open yet,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,"zyn002, Topical cannabidiol gel",P34972,agonist,
510,0,Class A (Rhodopsin),small molecule,cf101,aa3r_human,ADORA3,ASH_Sep2016_320,keratoconjunctivitis sicca,Nucleotide ,3,2015.0,Not open yet,in trial,Adenosine receptors,GPCR;Rhodopsin,established,"cf101, Piclidenoson",P0DMS8,agonist,
511,1973,Class A (Rhodopsin),protein,chorionic gonadotropin,lshr_human,LHCGR,2529,Antineoplastic,Protein ,3,2016.0,Not open yet,in trial,Glycoprotein hormone receptors,GPCR;Rhodopsin,established,"ml-04, LDI-100",P22888,agonist,
512,0,Class A (Rhodopsin),small molecule,"boxaban, hepatoren, vasculan, ifetroban",ta2r_human,TBXA2R,MMAjun2016_0011,Treatment of asystemic scleroderma; hepatorenal syndrome; asthma,Lipid ,2,2017.0,Not open yet,in trial,Prostanoid receptors,GPCR;Rhodopsin,established,"boxaban, hepatoren, vasculan, ifetroban",P21731,antagonist,
513,0,Class A (Rhodopsin),small molecule,ema401,agtr2_human,AGTR2,MMAmay2016_0377,peripheral neuropathic pain; post herpetic neuralgia,Peptide ,2,2017.0,Not open yet,in trial,Angiotensin receptors,GPCR;Rhodopsin,not established,ema401,P50052,antagonist,
514,0,Class A (Rhodopsin),small molecule,cannabidiol,cnr1_human,CNR1,MMAmar2016_0268,epilepsy,Lipid ,3,2016.0,Not open yet,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,cannabidiol,P21554,antagonist,
515,0,Class A (Rhodopsin),small molecule,cannabidiol,cnr2_human,CNR2,MMAmar2016_0269,epilepsy,Lipid ,3,2016.0,Not open yet,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,cannabidiol,P34972,antagonist,
516,0,Class A (Rhodopsin),small molecule,tozadenant,aa2ar_human,ADORA2A,1926,Antiparkinson,Nucleotide ,3,2017.0,Not open yet,in trial,Adenosine receptors,GPCR;Rhodopsin,established,syn-115,P29274,antagonist,
517,0,Class A (Rhodopsin),small molecule,orvepitant,nk1r_human,TACR1,ASH_Sep2016_287,unipolar depression,Peptide ,2,2016.0,Not open yet,in trial,Tachykinin receptors,GPCR;Rhodopsin,established,orvepitant,P25103,antagonist,Trials had been terminated in 2009 due to assessment of isolated events of seizure during program
518,0,Class A (Rhodopsin),small molecule,pitolisant,hrh3_human,HRH3,ASH_Sep2016_242,Antiparkinson,Aminergic ,3,2016.0,Not open yet,in trial,Histamine receptors,GPCR;Rhodopsin,established,pitolisant,Q9Y5N1,inverse agonist,
519,0,Class A (Rhodopsin),antibody,ryi-018,cnr1_human,CNR1,MMAapril2016_0280,liver disease; nonalcoholic steatohepatitis,Lipid ,1,2017.0,Not open yet,in trial,Cannabinoid receptors,GPCR;Rhodopsin,established,ryi-018,P21554,modulator,
520,0,Class A (Rhodopsin),peptide,srx-1177,mshr_human,MC1R,MMAapril2016_0099,Antineoplastic,Peptide ,Preclinical,2015.0,Not open yet,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,srx-1177,Q01726,modulator,
521,0,Class A (Rhodopsin),small molecule,cicletanine ,ada1a_human,ADRA1A,2271,Antihypertensive,Aminergic ,2,2016.0,Not open yet,in trial,Adrenoceptors,GPCR;Rhodopsin,established,cicletanine hydrochloride,P35348,na,Diuretic
522,0,Class A (Rhodopsin),small molecule,cicletanine ,ada1d_human,ADRA1D,2271,Antihypertensive,Aminergic ,2,2016.0,Not open yet,in trial,Adrenoceptors,GPCR;Rhodopsin,established,cicletanine hydrochloride,P25100,na,
523,0,Class A (Rhodopsin),small molecule,cicletanine ,ada2a_human,ADRA2A,2271,Antihypertensive,Aminergic ,2,2016.0,Not open yet,in trial,Adrenoceptors,GPCR;Rhodopsin,established,cicletanine hydrochloride,P08913,na,
524,0,Class A (Rhodopsin),small molecule,cicletanine ,ada2b_human,ADRA2B,2271,Antihypertensive,Aminergic ,2,2016.0,Not open yet,in trial,Adrenoceptors,GPCR;Rhodopsin,established,cicletanine hydrochloride,P18089,na,
525,0,Class A (Rhodopsin),small molecule,cicletanine ,ada2c_human,ADRA2C,2271,Antihypertensive,Aminergic ,2,2016.0,Not open yet,in trial,Adrenoceptors,GPCR;Rhodopsin,established,cicletanine hydrochloride,P18825,na,
526,0,Class A (Rhodopsin),small molecule,cicletanine ,adrb2_human,ADRB2,2271,Antihypertensive,Aminergic ,2,2016.0,Not open yet,in trial,Adrenoceptors,GPCR;Rhodopsin,established,cicletanine hydrochloride,P07550,na,
527,0,Class A (Rhodopsin),peptide,yttrium-90 edotreotide,ssr1_human,SSTR1,2232,Antineoplastic,Peptide ,2,2010.0,Not open yet,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,"yttrium-90 edotreotide,onalta",P30872,na,Issue with drug not being available
528,0,Class A (Rhodopsin),peptide,yttrium-90 edotreotide,ssr2_human,SSTR2,2232,Antineoplastic,Peptide ,2,2010.0,Not open yet,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,"yttrium-90 edotreotide,onalta",P30874,na,Issue with drug not being available
529,0,Class A (Rhodopsin),peptide,yttrium-90 edotreotide,ssr5_human,SSTR5,2232,Antineoplastic,Peptide ,2,2010.0,Not open yet,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,"yttrium-90 edotreotide,onalta",P35346,na,Issue with drug not being available
530,0,Class C (Glutamate) ,small molecule,adx71441,gabr1_human,GABBR1,MMAmay2016_0243,neurologic disorders,Amino acid ,Preclinical,2017.0,Not open yet,in trial,GABAB receptors,GPCR;Glutamate,established,adx71441,Q9UBS5,pam,
531,0,Class C (Glutamate) ,small molecule,adx71441,gabr2_human,GABBR2,MMAmay2016_0244,neurologic disorders,Amino acid ,Preclinical,2017.0,Not open yet,in trial,GABAB receptors,GPCR;Glutamate,established,adx71441,O75899,pam,
532,0,Class A (Rhodopsin),peptide,"azp-531, unacylated ghrelin",ghsr_human,GHSR,MMAapril2016_0315,Antidiabetic,Peptide ,1,2014.0,Ongoing,in trial,Ghrelin receptors,GPCR;Rhodopsin,not established,"azp-531, unacylated ghrelin",Q92847,agonist,
533,0,Class A (Rhodopsin),protein,homspera,nk1r_human,TACR1,1907,idiopathic pulmonary fibrosis,Peptide ,1,2011.0,Ongoing,in trial,Tachykinin receptors,GPCR;Rhodopsin,established,"substance p,homspera, radilex, viprovex",P25103,agonist,
534,0,Class B1 (Secretin),peptide,vrs-859,glp1r_human,GLP1R,2182,Antidiabetic,Peptide ,1,2017.0,Ongoing,in trial,Glucagon receptor family,GPCR;Secretin,established,"vrs-859, Exenatide-XTEN",P43220,agonist,
535,0,Class A (Rhodopsin),small molecule,apd811,pi2r_human,PTGIR,MMAmay2016_0283,Antihypertensive,Lipid ,2,2014.0,Ongoing,in trial,Prostanoid receptors,GPCR;Rhodopsin,established,apd811,P43119,agonist,
536,0,Class A (Rhodopsin),small molecule,dg3173,ssr1_human,SSTR1,632,hormone replacement,Peptide ,2,2014.0,Ongoing,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,dg3173,P30872,agonist,
537,0,Class A (Rhodopsin),small molecule,dg3173,ssr1_human,SSTR1,632,hormone replacement,Peptide ,2,2014.0,Ongoing,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,dg3173,P30872,agonist,
538,0,Class A (Rhodopsin),small molecule,dg3173,ssr2_human,SSTR2,632,hormone replacement,Peptide ,2,2014.0,Ongoing,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,dg3173,P30874,agonist,
539,0,Class A (Rhodopsin),small molecule,dg3173,ssr4_human,SSTR4,632,hormone replacement,Peptide ,2,2014.0,Ongoing,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,dg3173,P31391,agonist,
540,0,Class A (Rhodopsin),small molecule,dg3173,ssr5_human,SSTR5,632,hormone replacement,Peptide ,2,2014.0,Ongoing,in trial,Somatostatin receptors,GPCR;Rhodopsin,established,dg3173,P35346,agonist,
541,0,Class A (Rhodopsin),small molecule,eltoprazine,5ht1a_human,HTR1A,MMAmar2016_0086,dyskinesias,Aminergic ,2,2015.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,eltoprazine,P08908,agonist,
542,0,Class A (Rhodopsin),small molecule,eltoprazine,5ht1b_human,HTR1B,MMAmar2016_0087,dyskinesias,Aminergic ,2,2015.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,eltoprazine,P28222,agonist,
543,0,Class C (Glutamate) ,small molecule,lesogaberan,gabr1_human,GABBR1,1108,gastrointestinal reflux disease,Amino acid ,2,2016.0,Ongoing,in trial,GABAB receptors,GPCR;Glutamate,established,"lesogaberan, azd-3355",Q9UBS5,agonist,Had been discontinued since 2009 - new trial in 2016
544,0,Class C (Glutamate) ,small molecule,lesogaberan,gabr2_human,GABBR2,1108,gastrointestinal reflux disease,Amino acid ,2,2016.0,Ongoing,in trial,GABAB receptors,GPCR;Glutamate,established,"lesogaberan, azd-3355",O75899,agonist,Had been discontinued since 2009 - new trial in 2016
545,0,Class A (Rhodopsin),small molecule,velusetrag,5ht4r_human,HTR4,2145,motilitant,Aminergic ,2,2014.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"velusetrag, td-5108",Q13639,agonist,
546,0,Class A (Rhodopsin),small molecule,ncx116,pf2r_human,PTGFR,378,Antiglaucomic,Lipid ,3,2013.0,Ongoing,in trial,Prostanoid receptors,GPCR;Rhodopsin,established,"bol-303259-x, ncx 116, pf-03187207, Latanoprostene bunod",P43088,agonist,
547,0,Class A (Rhodopsin),peptide,bremelanotide,mshr_human,MC1R,383,sexual dysfunction,Peptide ,3,2015.0,Ongoing,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,bremelanotide,Q01726,agonist,
548,0,Class A (Rhodopsin),peptide,bremelanotide,mc4r_human,MC4R,383,sexual dysfunction,Peptide ,3,2015.0,Ongoing,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,bremelanotide,P32245,agonist,
549,0,Class A (Rhodopsin),small molecule,lasmiditan,5ht1f_human,HTR1F,1093,Anti-migraine,Aminergic ,3,2015.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"lasmiditan, col-144, ly-573144",P30939,agonist,
550,0,Class A (Rhodopsin),small molecule polymer conjugate,nktr-181,oprm_human,OPRM1,1420,Analgesics,Peptide ,3,2015.0,Ongoing,in trial,Opioid receptors,GPCR;Rhodopsin,established,nktr-181,P35372,agonist,
551,0,Class B1 (Secretin),protein,nn9924,glp1r_human,GLP1R,1429,Antidiabetic,Peptide ,3,2016.0,Ongoing,in trial,Glucagon receptor family,GPCR;Secretin,established,nn9924,P43220,agonist,
552,0,Class A (Rhodopsin),small molecule,t111,aa2ar_human,ADORA2A,MMAmay2016_0579,pruritus,Nucleotide ,3,2014.0,Ongoing,in trial,Adenosine receptors,GPCR;Rhodopsin,established,"t111, Nalbuphine extended release",P29274,agonist,
553,0,Class A (Rhodopsin),protein,bremelanotide,mc3r_human,MC3R,ASH_Sep2016_260,sexual dysfunction,Peptide ,3,2015.0,Ongoing,in trial,Melanocortin receptors,GPCR;Rhodopsin,not established,bremelanotide,P41968,agonist,
554,0,Class A (Rhodopsin),small molecule,siponimod,s1pr1_human,S1PR1,ASH_Sep2016_304,chronic progressive multiple sclerosis,Lipid ,3,2014.0,Ongoing,in trial,Lysophospholipid (S1P) receptors,GPCR;Rhodopsin,established,siponimod,P21453,agonist,
555,0,Class A (Rhodopsin),small molecule,bf-1,5ht2b_human,HTR2B,343,Anti-migraine,Aminergic ,1,2016.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,bf-1,P41595,antagonist,
556,0,Class A (Rhodopsin),small molecule,ccx872,ccr2_human,CCR2,MMAapril2016_0147,Antineoplastic ; pancreatic cancer,Protein ,1,2015.0,Ongoing,in trial,Chemokine receptors,GPCR;Rhodopsin,not established,ccx872,P41597,antagonist,
557,0,Class F (Frizzled),antibody,omp-18r5,fzd7_human,FZD7,2457,Antineoplastic,Protein ,1,2013.0,Ongoing,in trial,Frizzled,GPCR;Frizzled,not established,omp-18r5,O75084,antagonist,
558,0,Class A (Rhodopsin),antibody,bms 936564,cxcr4_human,CXCR4,369,Antineoplastic,Protein ,2,2016.0,Ongoing,in trial,Chemokine receptors,GPCR;Rhodopsin,established,"bms 936564, mdx-1338",P61073,antagonist,"discontinued for sole intervention, now in combination trials"
559,0,Class A (Rhodopsin),small molecule,"mle4901,  azd4901",nk3r_human,TACR3,MMAapril2016_0263,for Polycystic Ovarian Syndrome,Peptide ,2,2016.0,Ongoing,in trial,Tachykinin receptors,GPCR;Rhodopsin,not established,"mle4901,  azd4901",P29371,antagonist,
560,0,Class A (Rhodopsin),small molecule,"mle4901,  azd4901",nk3r_human,TACR3,MMAapril2016_0263,for Polycystic Ovarian Syndrome,Peptide ,2,2016.0,Ongoing,in trial,Tachykinin receptors,GPCR;Rhodopsin,not established,"mle4901,  azd4901",P29371,antagonist,
561,0,Class A (Rhodopsin),small molecule,mt-1303,s1pr1_human,S1PR1,MMAmar2016_0211,autoimmune diseases; Multiple Sclerosis; Crohn's disease,Lipid ,2,2015.0,Ongoing,in trial,Lysophospholipid (S1P) receptors,GPCR;Rhodopsin,established,mt-1303,P21453,antagonist,
562,0,Class A (Rhodopsin),small molecule,lu-ae58054,5ht6r_human,HTR6,1177,schizophrenia,Aminergic ,3,2014.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"lu-ae58054 , ly-483518, sgs518",P50406,antagonist,
563,0,Class A (Rhodopsin),small molecule,naldemedine,oprm_human,OPRM,ASH_Mar2017_1,opioid-induced constipation,Peptide ,3,2014.0,Ongoing,in trial,Opioid receptors,GPCR;Rhodopsin,established,naldemedine,P35372,antagonist,
564,0,Class A (Rhodopsin),small molecule,"rvt-101, sb-742457, gsk 742457",5ht6r_human,HTR6,MMAmar2016_0106,Alzheimer's disease,Aminergic ,3,2015.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"rvt-101, sb-742457, gsk 742457",P50406,antagonist,
565,0,Class A (Rhodopsin),antibody,mogamulizumab,ccr4_human,CCR4,MMAjun2016_0001,Antineoplastic,Protein ,3,2012.0,Ongoing,in trial,Chemokine receptors,GPCR;Rhodopsin,established,mogamulizumab,P51679,antagonist,
566,0,Class A (Rhodopsin),antibody,mogamulizumab,ccr4_human,CCR4,MMAjun2016_0001,Antineoplastic,Protein ,3,2012.0,Ongoing,in trial,Chemokine receptors,GPCR;Rhodopsin,not established,mogamulizumab,P51679,antagonist,
567,0,Class A (Rhodopsin),small molecule,"inv102, nadolol",adrb2_human,ADRB2,MMAmay2016_0225,for inflammatory lung disease,Aminergic ,2,2013.0,Ongoing,in trial,Adrenoceptors,GPCR;Rhodopsin,established,"inv102, nadolol",P07550,inverse agonist,
568,0,Class A (Rhodopsin),small molecule,ati-9242,drd2_human,DRD2,2423,schizophrenia,Aminergic ,1,2016.0,Ongoing,in trial,Dopamine receptors,GPCR;Rhodopsin,established,ati-9242,P14416,modulator,
569,0,Class A (Rhodopsin),small molecule,ati-9242,5ht2a_human,HTR2A,2423,schizophrenia,Aminergic ,1,2016.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,ati-9242,P28223,modulator,
570,0,Class A (Rhodopsin),small molecule,reparixin,cxcr1_human,CXCR1,MMAmay2016_0551,Antidiabetic; type I diabetes,Protein ,3,2013.0,Ongoing,in trial,Chemokine receptors,GPCR;Rhodopsin,not established,reparixin,P25024,modulator,
571,0,Class A (Rhodopsin),small molecule,reparixin,cxcr2_human,CXCR2,MMAmay2016_0552,Antidiabetic; type I diabetes,Protein ,3,2013.0,Ongoing,in trial,Chemokine receptors,GPCR;Rhodopsin,not established,reparixin,P25025,modulator,
572,0,Class A (Rhodopsin),small molecule,terguride,5ht2a_human,HTR2A,1981,"Diffuse cutaneous systemic sclerosis, Antihypertensive",Aminergic ,3,2016.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,terguride,P28223,modulator,Difficult to get info; 10 year break before investigating again in Europe
573,0,Class A (Rhodopsin),small molecule,terguride,5ht2b_human,HTR2B,1981,"Diffuse cutaneous systemic sclerosis, Antihypertensive",Aminergic ,3,2016.0,Ongoing,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,terguride,P41595,modulator,Difficult to get info; 10 year break before investigating again in Europe
574,0,Class A (Rhodopsin),cell therapy,"cal-1, autologous t cell and blood stem cell therapy",ccr5_human,CCR5,MMAapril2016_0320,antiviral ; HIV,Protein ,2,2012.0,Ongoing,in trial,Chemokine receptors,GPCR;Rhodopsin,established,"cal-1, autologous t cell and blood stem cell therapy",P51681,na,
575,0,Class A (Rhodopsin),small molecule,apd125,5ht2a_human,HTR2A,192,Dementia with Lewy Bodies,Aminergic ,2,2016.0,recruiting,in trial,5-Hydroxytryptamine receptors,GPCR;Rhodopsin,established,"apd125, Nelotanserin",P28223,agonist,Added entry because Indication so different
576,0,Class A (Rhodopsin),antibody,mln-1202,ccr2_human,CCR2,1310,Antineoplastic,,1,2016.0,recruiting,in trial,Chemokine receptors,GPCR;Rhodopsin,not established,mln-1202,P41597,antagonist,added entry - new indication
