accession,entry_name,ENSG,ICD_Code,ICD_Title,Score,ot_genetics_portal,gene_burden,clingen,gene2phenotype,orphanet,genomics_england,uniprot_literature,uniprot_variants,sysbio,cancer_gene_census,cancer_biomarkers,intogen,eva,eva_somatic,chembl,slapenrich,crispr,crispr_screen,reactome,europepmc,expression_atlas,impc
Q01718,acthr_human,ENSG00000185231,8A40.1,Primary progressive multiple sclerosis,0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
Q01718,acthr_human,ENSG00000185231,8A40.2,Secondary progressive multiple sclerosis,0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
Q01718,acthr_human,ENSG00000185231,8A40.Z,"Multiple sclerosis, unspecified",0.5589040607953636,,,,,,,,,,,,,,,0.9193547406894519,,,,,,,
Q01718,acthr_human,ENSG00000185231,8A62.0,Infantile spasms,0.38805884741893687,,,,,,,,,,,,,,,0.6383273374922022,,,,,,,
Q01718,acthr_human,ENSG00000185231,8A62.Z,"Epileptic encephalopathies, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
Q01718,acthr_human,ENSG00000185231,8A6Z,"Epilepsy or seizures, unspecified",0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
Q01718,acthr_human,ENSG00000185231,8A80.Z,"Migraine, unspecified",0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
Q01718,acthr_human,ENSG00000185231,8B00.Z,"Intracerebral haemorrhage, site unspecified",0.011826555349910457,,,,,,,,,,,,,,,,,,,,0.09726892761785938,,
Q01718,acthr_human,ENSG00000185231,8B60.0,Amyotrophic lateral sclerosis,0.0831554673040579,,,,,,,,,,,,,,,0.13678442946261474,,,,,,,
Q01718,acthr_human,ENSG00000185231,9A1Y,Other specified disorders of lacrimal apparatus,0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
Q01718,acthr_human,ENSG00000185231,9A96.Z,"Anterior uveitis, unspecified",0.38805884741893687,,,,,,,,,,,,,,,0.6383273374922022,,,,,,,
Q01718,acthr_human,ENSG00000185231,9B51,Scleritis,0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
Q01718,acthr_human,ENSG00000185231,9B65.Z,"Choroiditis, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
Q01718,acthr_human,ENSG00000185231,9B66.Z,"Intermediate choroiditis, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
Q01718,acthr_human,ENSG00000185231,9B70,Inherited retinal dystrophies,0.0025870589827929123,,,,,,,,,,,,,,,,,,,,0.021277577916406734,,
Q01718,acthr_human,ENSG00000185231,9B78.2,Other proliferative retinopathy,0.01847899273423509,,,,,,,,,,,,,,,0.030396539880581056,,,,,,,
Q01718,acthr_human,ENSG00000185231,9C40.1Z,"Optic neuritis, unspecified",0.01847899273423509,,,,,,,,,,,,,,,0.030396539880581056,,,,,,,
Q01718,acthr_human,ENSG00000185231,9D00.0,Myopia,0.024169703544379504,0.0397573270499456,,,,,,,,,,,,,,,,,,,,,
Q01718,acthr_human,ENSG00000185231,BA00.Z,"Essential hypertension, unspecified",0.01847899273423509,,,,,,,,,,,,,,,0.030396539880581056,,,,,,,
Q01718,acthr_human,ENSG00000185231,BB01.0,Pulmonary arterial hypertension,0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
Q01718,acthr_human,ENSG00000185231,BC43.Z,"Cardiomyopathy, unspecified",0.0022174791281082107,,,,,,,,,,,,,,,,,,,,0.01823792392834863,,
Q01718,acthr_human,ENSG00000185231,CB00,Acute respiratory distress syndrome,0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
Q01718,acthr_human,ENSG00000185231,DA21.0,Achalasia,0.004989328038243475,,,,,,,,,,,,,,,,,,,,0.04103532883878443,,
Q01718,acthr_human,ENSG00000185231,ED70.2Z,"Alopecia areata, unspecified",0.021066051717028005,,,,,,,,,,,,,,,,,,,,0.173260277319312,,
Q01718,acthr_human,ENSG00000185231,FA20.Z,"Rheumatoid arthritis, serology unspecified",0.5496159459143566,,,,,,,,,,,,,,,0.9040764969855679,,,,,,,
Q01718,acthr_human,ENSG00000185231,FA21.Z,"Psoriatic arthritis, unspecified",0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
Q01718,acthr_human,ENSG00000185231,GB40,Nephritic syndrome,0.23098740917793859,,,,,,,,,,,,,,,0.37995674850726313,,,,,,,
Q01718,acthr_human,ENSG00000185231,GB41,Nephrotic syndrome,0.49293739729279556,,,,,,,,,,,,,,,0.8071970034954302,,,,,0.07295169571339452,,
Q01718,acthr_human,ENSG00000185231,GB61.Z,"Chronic kidney disease, stage unspecified",0.05566796561188321,,,,,,,,,,,,,,,0.09118961964174317,,,,,0.015198269940290528,,
Q01718,acthr_human,ENSG00000185231,GC2Z,"Diseases of the urinary system, unspecified",0.5192083652966331,,,,,,,,,,,,,,,0.854058335811326,,,,,,,
Q01718,acthr_human,ENSG00000185231,MB24.3,Anxiety,0.0018478992734235094,,,,,,,,,,,,,,,,,,,,0.015198269940290528,,
Q01718,acthr_human,ENSG00000185231,MB4D,"Headache, not elsewhere classified",0.3788193510518193,,,,,,,,,,,,,,,0.6231290675519116,,,,,,,
Q01718,acthr_human,ENSG00000185231,MB53.0,Alternating hemiplegia,0.3695798546847018,,,,,,0.607930797611621,,,,,,,,,,,,,,,,
Q01718,acthr_human,ENSG00000185231,MF8Y,Other specified clinical findings in specimens from the urinary system,0.4351802788912364,,,,,,,,,,,,,,,0.7143186871936548,,,,,0.030396539880581056,,
Q01718,acthr_human,ENSG00000185231,MF96.Z,"Proteinuria, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,1C81,Acute poliomyelitis,0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
P35348,ada1a_human,ENSG00000120907,1D65,Severe acute respiratory syndrome,0.27718489101352634,,,,,,,,,,,,,,,0.4559480982087158,,,,,,,
P35348,ada1a_human,ENSG00000120907,1E32,"Influenza, virus not identified",0.3521274726579242,,,,,,,,,,,,,,,0.5792229543910723,,,,,,,
P35348,ada1a_human,ENSG00000120907,1G40,Sepsis without septic shock,0.5932803145900105,,,,,,,,,,,,,,,0.9759010678860687,,,,,,,
P35348,ada1a_human,ENSG00000120907,1G41,Sepsis with septic shock,0.5895741183487974,,,,,,,,,,,,,,,0.9698046564922495,,,,,,,
P35348,ada1a_human,ENSG00000120907,1H0Z,"Infection, unspecified",0.050303924665417735,,,,,,,,,,,,,,,0.08274613634158175,,,,,,,
P35348,ada1a_human,ENSG00000120907,2A00.00,Glioblastoma of brain,0.02309874091779386,,,,,,,,,,,,,,,0.037995674850726316,,,,,,,
P35348,ada1a_human,ENSG00000120907,2A60.3Z,"Acute myeloid leukaemia, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,2A83.1,Plasma cell myeloma,0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,2B33.5,"Malignant lymphoma, not elsewhere classified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,2B3Z,"Neoplasms of haematopoietic or lymphoid tissues, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,2B70.Z,"Malignant neoplasms of oesophagus, unspecified",0.12935294913964562,,,,,,,,,,,,,,,,0.42555155832813474,,,,,,
P35348,ada1a_human,ENSG00000120907,2B72.Z,"Malignant neoplasms of stomach, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,2B91.Z,"Malignant neoplasms of rectosigmoid junction, unspecified",0.011126629741510404,,,,,,,,,,,,,,,,,,,,,0.09151230522638117,
P35348,ada1a_human,ENSG00000120907,2C12.02,Hepatocellular carcinoma of liver,0.007225019012075331,,,,,,,,,,,,,,,,,,,,0.01823792392834863,0.05486355730171321,
P35348,ada1a_human,ENSG00000120907,2C25.Y,Other specified malignant neoplasms of bronchus or lung,0.26602357940204835,,,,,,,,,,,,,,,0.42555155832813474,,,,,,0.24074059585420196,
P35348,ada1a_human,ENSG00000120907,2C25.Z,"Malignant neoplasms of bronchus or lung, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,2C30.Z,"Melanoma of skin, unspecified",0.17314750233075404,,,,,,,,,,,,,,,,0.5696289874143536,,,,,,
P35348,ada1a_human,ENSG00000120907,2C6Z,"Malignant neoplasms of breast, unspecified",0.11023745776678687,,,,,,,,,,,,,,,0.18133224735426628,,,,,,,
P35348,ada1a_human,ENSG00000120907,2C73.Z,"Malignant neoplasms of ovary, unspecified",0.24146022365583922,,,,,,,,,,,,,,,,0.7943674661802445,,,,,,
P35348,ada1a_human,ENSG00000120907,2C76.Z,"Malignant neoplasms of corpus uteri, unspecified",0.16415816789259496,,,,,,,,,,,,,,,,0.5400554422889036,,,,,,
P35348,ada1a_human,ENSG00000120907,2C82.0,Adenocarcinoma of prostate,0.09856289609561261,,,,,,,,,,,,,,,,0.32425695978172797,,,,,,
P35348,ada1a_human,ENSG00000120907,2C82.Y,Other specified malignant neoplasms of prostate,0.5261379875719714,,,,,,,,,,,,,,,0.865457038266544,,,,,,,
P35348,ada1a_human,ENSG00000120907,2C82.Z,"Malignant neoplasms of prostate, unspecified",0.3412248669447255,,,,,,,,,,,,,,,0.5612889958615295,,,,,,,
P35348,ada1a_human,ENSG00000120907,2C8Z,"Malignant neoplasms of male genital organs, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,2C94.Z,"Malignant neoplasms of bladder, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,2D42,Malignant neoplasms of ill-defined sites,0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,2D4Z,Unspecified malignant neoplasms of unspecified sites,0.38805884741893687,,,,,,,,,,,,,,,0.6383273374922022,,,,,,,
P35348,ada1a_human,ENSG00000120907,2F9Z,Neoplasms of unknown behaviour of unspecified site,0.047121431472299476,,,,,,,,,,,,,,,0.07599134970145263,,,,,0.030396539880581056,,
P35348,ada1a_human,ENSG00000120907,4A8Y,Allergic or hypersensitivity conditions of other specified type,0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,4A8Z,Allergic or hypersensitivity conditions of unspecified type,0.4694210225259209,,,,,,,,,,,,,,,0.7721619374608693,,,,,,,
P35348,ada1a_human,ENSG00000120907,5A11,Type 2 diabetes mellitus,0.3233823728491141,,,,,,,,,,,,,,,0.5319394479101685,,,,,,,
P35348,ada1a_human,ENSG00000120907,5A14,"Diabetes mellitus, type unspecified",0.5203171048606872,,,,,,,,,,,,,,,0.8552741974065492,,,,,0.012158615952232422,,
P35348,ada1a_human,ENSG00000120907,5A41,Hypoglycaemia without associated diabetes,0.07853571912049913,,,,,,,,,,,,,,,0.1291852944924695,,,,,,,
P35348,ada1a_human,ENSG00000120907,5A80.1,Polycystic ovary syndrome,0.002771848910135263,,,,,,,,,,,,,,,,,,,,0.02279740491043579,,
P35348,ada1a_human,ENSG00000120907,5B81.Z,"Obesity, unspecified",0.4969692537120429,,,,,,,,,,,,,,,0.817476685939398,,,,,,,
P35348,ada1a_human,ENSG00000120907,5C80.0Z,"Hypercholesterolaemia, unspecified",0.3521274726579242,,,,,,,,,,,,,,,0.5792229543910723,,,,,,,
P35348,ada1a_human,ENSG00000120907,6A05.Z,"Attention deficit hyperactivity disorder, presentation unspecified",0.39046111647438747,,,,,,,,,,,,,,,0.6383273374922022,,,,,0.07903100368951074,,
P35348,ada1a_human,ENSG00000120907,6A20.Z,"Schizophrenia, episode unspecified",0.5653176744973186,,,,,,,,,,,,,,,0.9226601395520476,,,,,0.14489017343076968,,
P35348,ada1a_human,ENSG00000120907,6A21.Z,"Schizoaffective disorder, unspecified",0.37179733381281,,,,,,,,,,,,,,,0.607930797611621,,,,,0.07295169571339453,,
P35348,ada1a_human,ENSG00000120907,6A2Z,"Schizophrenia or other primary psychotic disorders, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,6A70.3,"Single episode depressive disorder, severe, without psychotic symptoms",0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
P35348,ada1a_human,ENSG00000120907,6A7Z,"Depressive disorders, unspecified",0.41781515877459263,,,,,,,,,,,,,,,0.6872742101832379,,,,,,,
P35348,ada1a_human,ENSG00000120907,6B40,Post traumatic stress disorder,0.5484213914993386,,,,,,,,,,,,,,,0.902111545679085,,,,,,,
P35348,ada1a_human,ENSG00000120907,6C40.2Z,"Alcohol dependence, unspecified",0.452632061479789,,,,,,,,,,,,,,,0.7445453713778698,,,,,,,
P35348,ada1a_human,ENSG00000120907,6C40.4Z,"Alcohol withdrawal, unspecified",0.03695798546847018,,,,,,,,,,,,,,,0.06079307976116211,,,,,,,
P35348,ada1a_human,ENSG00000120907,6C45.2Z,"Cocaine dependence, unspecified",0.10773252764059056,,,,,,,,,,,,,,,0.17721182750378753,,,,,,,
P35348,ada1a_human,ENSG00000120907,6C46.2Z,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, unspecified",0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
P35348,ada1a_human,ENSG00000120907,6C4A.2Z,"Nicotine dependence, unspecified",0.10176278637672517,,,,,,,,,,,,,,,0.16739205642569982,,,,,,,
P35348,ada1a_human,ENSG00000120907,6C4G.2Z,"Unknown or unspecified psychoactive substance dependence, substance and state of remission unspecified",0.03695798546847018,,,,,,,,,,,,,,,0.06079307976116211,,,,,,,
P35348,ada1a_human,ENSG00000120907,6D81,Dementia due to cerebrovascular disease,0.09239496367117545,,,,,,,,,,,,,,,0.15198269940290526,,,,,,,
P35348,ada1a_human,ENSG00000120907,6D82,Dementia due to Lewy body disease,0.04619748183558772,,,,,,,,,,,,,,,0.07599134970145263,,,,,,,
P35348,ada1a_human,ENSG00000120907,6D8Z,"Dementia, unknown or unspecified cause",0.506889036807143,,,,,,,,,,,,,,,0.8337939758909385,,,,,,,
P35348,ada1a_human,ENSG00000120907,7A41,Obstructive sleep apnoea,0.01847899273423509,,,,,,,,,,,,,,,0.030396539880581056,,,,,,,
P35348,ada1a_human,ENSG00000120907,8A00.0Z,"Parkinson disease, unspecified",0.39858160717037633,,,,,,,,,,,,,,,0.655636478257533,,,,,,,
P35348,ada1a_human,ENSG00000120907,8A20,Alzheimer disease,0.3714277539581253,,,,,,,,,,,,,,,0.607930797611621,,,,,0.06079307976116211,,
P35348,ada1a_human,ENSG00000120907,8A40.Z,"Multiple sclerosis, unspecified",0.3944751643405463,,,,,,,,,,,,,,,0.6488816916174039,,,,,,,
P35348,ada1a_human,ENSG00000120907,8A6Z,"Epilepsy or seizures, unspecified",0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
P35348,ada1a_human,ENSG00000120907,8A80.Z,"Migraine, unspecified",0.5840988902934472,,,,,,,,,,,,,,,0.9607983220922475,,,,,,,
P35348,ada1a_human,ENSG00000120907,8B00.Z,"Intracerebral haemorrhage, site unspecified",0.10522759751439426,,,,,,,,,,,,,,,0.17309140765330877,,,,,,,
P35348,ada1a_human,ENSG00000120907,8B11.5Z,"Cerebral ischaemic stroke, unspecified",0.45276467991230707,,,,,,,,,,,,,,,0.7447635186292331,,,,,,,
P35348,ada1a_human,ENSG00000120907,8B20,Stroke not known if ischaemic or haemorrhagic,0.3630887942182177,,,,,,,,,,,,,,,0.5972534960306097,,,,,,,
P35348,ada1a_human,ENSG00000120907,8C70.1,Duchenne muscular dystrophy,0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
P35348,ada1a_human,ENSG00000120907,8D87.0Z,"Multiple system atrophy, unspecified",0.38805884741893687,,,,,,,,,,,,,,,0.6383273374922022,,,,,,,
P35348,ada1a_human,ENSG00000120907,9A03.0Z,"Blepharoptosis, unspecified",0.5420299213234134,,,,,,,,,,,,,,,0.8897742701710087,,,,,0.03647584785669726,,
P35348,ada1a_human,ENSG00000120907,9A1Y,Other specified disorders of lacrimal apparatus,0.5268771472813407,,,,,,,,,,,,,,,0.8666728998617672,,,,,,,
P35348,ada1a_human,ENSG00000120907,9A60.02,Allergic conjunctivitis,0.5404830156961293,,,,,,,,,,,,,,,0.8890535202683036,,,,,,,
P35348,ada1a_human,ENSG00000120907,9B71.3,Retinopathy of prematurity,0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
P35348,ada1a_human,ENSG00000120907,9C61.01,Ocular hypertension,0.03695798546847018,,,,,,,,,,,,,,,0.06079307976116211,,,,,,,
P35348,ada1a_human,ENSG00000120907,9C61.Z,"Glaucoma, unspecified",0.5409211817593593,,,,,,,,,,,,,,,0.8897742701710087,,,,,,,
P35348,ada1a_human,ENSG00000120907,9C6Y,Other specified glaucoma or glaucoma suspect,0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
P35348,ada1a_human,ENSG00000120907,9D00.3,Presbyopia,0.29882210053447716,,,,,,,,,,,,,,,0.49153966489024764,,,,,,,
P35348,ada1a_human,ENSG00000120907,9E1Y,Other specified diseases of the visual system,0.03695798546847018,,,,,,,,,,,,,,,0.06079307976116211,,,,,,,
P35348,ada1a_human,ENSG00000120907,9E1Z,"Diseases of the visual system, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,BA00.Z,"Essential hypertension, unspecified",0.4438953904752232,0.042748164377334724,,,,,,,,,,,,,,0.711034861299287,,,,,,,0.6705780663054985
P35348,ada1a_human,ENSG00000120907,BA21,Orthostatic hypotension,0.583030262377842,,,,,,,,,,,,,,,0.959040510315309,,,,,,,
P35348,ada1a_human,ENSG00000120907,BA2Y,Other specified hypotension,0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
P35348,ada1a_human,ENSG00000120907,BA2Z,"Hypotension, unspecified",0.6029270871483193,,,,,,,,,,,,,,,0.9917692762351245,,,,,,,
P35348,ada1a_human,ENSG00000120907,BA40.Z,"Angina pectoris, unspecified",0.38292579388164927,,,,,,,,,,,,,,,0.6298838541920406,,,,,,,
P35348,ada1a_human,ENSG00000120907,BA41.0,Acute ST elevation myocardial infarction,0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,BA41.1,Acute non-ST elevation myocardial infarction,0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,BA41.Z,"Acute myocardial infarction, unspecified",0.48948013084091696,,,,,,,,,,,,,,,0.8007754796559412,,,,,0.17528671331135076,,
P35348,ada1a_human,ENSG00000120907,BA4Z,"Acute ischaemic heart disease, unspecified",0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
P35348,ada1a_human,ENSG00000120907,BA6Z,"Ischaemic heart diseases, unspecified",0.25907547813397597,,,,,,,,,,,,,,,0.42555155832813474,,,,,0.012158615952232422,,
P35348,ada1a_human,ENSG00000120907,BA8Z,"Diseases of coronary artery, unspecified",0.3233823728491141,,,,,,,,,,,,,,,0.5319394479101685,,,,,,,
P35348,ada1a_human,ENSG00000120907,BB01.0,Pulmonary arterial hypertension,0.4750025082335129,,,,,,,,,,,,,,,0.781343057630336,,,,,,,
P35348,ada1a_human,ENSG00000120907,BB01.Z,"Pulmonary hypertension, unspecified",0.04619748183558772,,,,,,,,,,,,,,,0.07599134970145263,,,,,,,
P35348,ada1a_human,ENSG00000120907,BC43.0Z,"Dilated cardiomyopathy, unspecified",0.4342563292545246,,,,,,,,,,,,,,,0.7143186871936548,,,,,,,
P35348,ada1a_human,ENSG00000120907,BC43.5,Stress-induced cardiomyopathy,0.03211648937210059,,,,,,,,,,,,,,,,,,,,,,0.2641459315622494
P35348,ada1a_human,ENSG00000120907,BC43.Z,"Cardiomyopathy, unspecified",0.07502471050099448,,,,,,,,,,,,,,,0.12158615952232422,,,,,0.03647584785669726,,
P35348,ada1a_human,ENSG00000120907,BC45,Cardiomegaly,0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,BC4Z,"Diseases of the myocardium or cardiac chambers, unspecified",0.33214962829080114,,,,,,,,,,,,,,,0.5454490211904267,,,,,0.01823792392834863,,
P35348,ada1a_human,ENSG00000120907,BC71.0Z,"Ventricular tachycardia, unspecified",0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
P35348,ada1a_human,ENSG00000120907,BC71.1,Ventricular fibrillation,0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
P35348,ada1a_human,ENSG00000120907,BC81.3Z,"Atrial fibrillation, unspecified",0.48418040795818307,,,,,,,,,,,,,,,0.7964400057710246,,,,,,,
P35348,ada1a_human,ENSG00000120907,BC9Z,"Cardiac arrhythmia, unspecified",0.38292579388164927,,,,,,,,,,,,,,,0.6298838541920406,,,,,,,
P35348,ada1a_human,ENSG00000120907,BD10,Congestive heart failure,0.5865051098370433,,,,,,,,,,,,,,,0.9647563705297495,,,,,,,
P35348,ada1a_human,ENSG00000120907,BD1Z,"Heart failure, unspecified",0.593466323686304,,,,,,,,,,,,,,,0.976207038725224,,,,,,,
P35348,ada1a_human,ENSG00000120907,BD40.Z,"Atherosclerotic chronic arterial occlusive disease, unspecified",0.3233823728491141,,,,,,,,,,,,,,,0.5319394479101685,,,,,,,
P35348,ada1a_human,ENSG00000120907,BD55,Asymptomatic stenosis of intracranial or extracranial artery,0.07391597093694036,,,,,,,,,,,,,,,0.12158615952232422,,,,,,,
P35348,ada1a_human,ENSG00000120907,BD5Z,"Diseases of arteries or arterioles, unspecified",0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,BE2Z,"Diseases of the circulatory system, unspecified",0.5962656993001458,0.03926175225934924,,,,,,,,,,,,,,0.970996360979883,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA00,Acute nasopharyngitis,0.32159294326022425,,,,,,,,,,,,,,,0.5289959721133838,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA07.0,"Acute upper respiratory infection, site unspecified",0.3786448272315516,,,,,,,,,,,,,,,0.6228419891197061,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA08.01,Allergic rhinitis due to other seasonal allergens,0.6056324937704973,,,,,,,,,,,,,,,0.9962194646986909,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA08.03,Other allergic rhinitis,0.25870589827929125,,,,,,,,,,,,,,,0.42555155832813474,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA08.0Z,"Allergic rhinitis, unspecified",0.5610159610704526,,,,,,,,,,,,,,,0.9228286562788349,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA08.3,Vasomotor rhinitis,0.3233823728491141,,,,,,,,,,,,,,,0.5319394479101685,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA09.0,Chronic rhinitis,0.04619748183558772,,,,,,,,,,,,,,,0.07599134970145263,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA0A.Z,"Chronic rhinosinusitis, unspecified",0.5990444088410448,,,,,,,,,,,,,,,0.9853825652434648,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA22.Z,"Chronic obstructive pulmonary disease, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA23,Asthma,0.5981163570864163,,,,,,,,,,,,,,,0.9838559905769492,,,,,,,
P35348,ada1a_human,ENSG00000120907,CA41.Z,"Acute bronchiolitis, unspecified",0.5467921961295665,,,,,,,,,,,,,,,0.899431643005668,,,,,,,
P35348,ada1a_human,ENSG00000120907,CB00,Acute respiratory distress syndrome,0.5242182255490258,,,,,,,,,,,,,,,0.8622991755122835,,,,,,,
P35348,ada1a_human,ENSG00000120907,CB03.4,Idiopathic pulmonary fibrosis,0.0011610973431542657,,,,,,,,,,,,,,,,,,,,,0.009549584818830292,
P35348,ada1a_human,ENSG00000120907,CB40.Y,Other specified diseases of the respiratory system,0.4619748183558772,,,,,,,,,,,,,,,0.7599134970145264,,,,,,,
P35348,ada1a_human,ENSG00000120907,DA01.Z,"Disorder of oral mucosa, unspecified",0.03695798546847018,,,,,,,,,,,,,,,0.06079307976116211,,,,,,,
P35348,ada1a_human,ENSG00000120907,DA26.0Z,"Oesophageal varices, unspecified",0.4701877040155372,,,,,,,,,,,,,,,0.7734230702947845,,,,,,,
P35348,ada1a_human,ENSG00000120907,DB60.Z,"Haemorrhoids, unspecified",0.5990293855432632,,,,,,,,,,,,,,,0.9853578530593797,,,,,,,
P35348,ada1a_human,ENSG00000120907,DB93.1,Hepatic cirrhosis,0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,DB99.4,Hepatopulmonary syndrome,0.03695798546847018,,,,,,,,,,,,,,,0.06079307976116211,,,,,,,
P35348,ada1a_human,ENSG00000120907,DC31.Z,"Acute pancreatitis, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,EA90.Z,Psoriasis of unspecified type,0.01593628333400434,,,,,,,,,,,,,,,,,,,,,0.1310698799650655,
P35348,ada1a_human,ENSG00000120907,EB04,Idiopathic angioedema,0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,EB05,Urticaria of unspecified type,0.5409211817593593,,,,,,,,,,,,,,,0.8897742701710087,,,,,,,
P35348,ada1a_human,ENSG00000120907,EC90.Z,"Pruritus, unspecified",0.5978096511113958,,,,,,,,,,,,,,,0.9833514825371766,,,,,,,
P35348,ada1a_human,ENSG00000120907,ED90.0Z,"Rosacea, unspecified",0.567145041556593,,,,,,,,,,,,,,,0.9329105282784436,,,,,,,
P35348,ada1a_human,ENSG00000120907,EE00.Z,"Hyperhidrosis, unspecified",0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,EJ7Z,"Dermatoses due to ionizing radiation, unspecified",0.04619748183558772,,,,,,,,,,,,,,,0.07599134970145263,,,,,,,
P35348,ada1a_human,ENSG00000120907,FA01.Z,"Osteoarthritis of knee, unspecified",0.5576219380896056,,,,,,,,,,,,,,,0.9172457461940339,,,,,,,
P35348,ada1a_human,ENSG00000120907,FA0Z,"Osteoarthritis, unspecified",0.5030392466541774,,,,,,,,,,,,,,,0.8274613634158176,,,,,,,
P35348,ada1a_human,ENSG00000120907,FA20.Z,"Rheumatoid arthritis, serology unspecified",0.01847899273423509,,,,,,,,,,,,,,,0.030396539880581056,,,,,,,
P35348,ada1a_human,ENSG00000120907,FB56.2,Myalgia,0.3695798546847018,,,,,,,,,,,,,,,0.607930797611621,,,,,,,
P35348,ada1a_human,ENSG00000120907,GA90,Hyperplasia of prostate,0.4497966817754949,,,,,,,,,,,,,,,0.7334808317969397,,,,,0.12801110533083895,,
