,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
634,hexocyclium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_52,hexocyclium,digestive system disease,4,,-,approved,1982,
635,homatropine methylbromide,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD271,-,GI Anti-Ulcer ; Antimuscarinics,4,,-,approved,1982,
636,hyoscyamine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Oct2016_394,hyoscyamine,Antispasmodics,4,,-,approved,-,
637,indacaterol,small molecule,Aminergic ,agonist,,secondary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1702,"qva149, glycopyrronium + indacaterol",chronic obstructive pulmonary disease (COPD),4,,-,approved,2009,
638,ipratropium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1021,"ipratropium bromide + albuterol sulfate,duoneb",chronic obstructive pulmonary disease (COPD),4,,-,approved,1986,
639,isopropamide,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_51,isopropamide,digestive system disease,4,,-,approved,1957,
640,levomepromazine,small molecule,Aminergic ,antagonist,,secondary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD342,-,schizophrenia,4,,-,approved,1982,Approved prior to 1982 and then discontinued
641,mcd-386,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1228,mcd-386,Alzheimer's disease,1,2005,discontinued,in trial,-,
642,mepenzolate,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_47,mepenzolate,digestive system disease,4,,-,approved,1956,
643,methantheline,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD336,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,1951,
644,methixene,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_49,methixene,Antiparkinson,4,,-,approved,1982,
645,methscopolamine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_50,methscopolamine,cycloplegia,4,,-,approved,1953,
646,methylscopolamine bromide,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD351,-,Antispasmodics,4,,-,approved,1953,conflicting subfamily 
647,methylscopolamine bromide,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Oct2016_421,methylscopolamine bromide,Anti-ulcer,4,,-,approved,1953,conflicting subfamily 
648,metixene,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD355,-,Antiparkinson,4,,-,approved,1982,
649,metoclopramide,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1355,mt 100,Anti-migraine,3,2005,Completed,in trial,-,"received not approved letter from FDA in 2005, but mt-400 was approved"
650,metoclopramide,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,758,evk-001,diabetic gastroparesis,3,2016,Completed,in trial,-,
651,metoclopramide,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1269,"metoclopramide,emitasol, pramidin",Antiemetics,4,,-,approved,1979,
652,metoclopramide,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1268,"metoclopramide hcl,metzoliv odt",motilitant; gastroesophageal reflux disease,4,,-,approved,1979,
653,ngx267,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1410,ngx267,dry mouth,2,2008,discontinued,in trial,-,
654,olanzapine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1476,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",Anti-depressant,4,,-,approved,1996,
655,olanzapine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,APR13_0013,alks 3831,schizophrenia,4,,-,approved,1996,
656,olanzapine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0190,"alks 3831,  olanzapine + alks 33,samidorphan",schizophrenia,4,,-,approved,1996,
657,olanzapine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1475,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",schizophrenia,4,,-,approved,1996,
658,olanzapine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1515,"orex-003, olanzapine plus zonisamide sr",schizophrenia,4,,-,approved,1996,
659,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2351,dr-3001,incontinence,3,2013,discontinued,in trial,-,
660,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,14,aa-2010,incontinence,4,,-,approved,1975,
661,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2067,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",incontinence,4,,-,approved,1975,
662,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,190,"ap-1034,anturol",overactive bladder,4,,-,approved,1975,
663,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAapril2016_0197,jnp-010,overactive bladder,4,,-,approved,1975,
664,oxyphencyclimine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD407,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,1982,
665,oxyphenonium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD408,-,Mydriatics,4,,-,approved,1982,
666,pilocarpine,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,4,,-,approved,1974,
667,pirenzepine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD446,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,-,
668,procyclidine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD460,-,Antidyskinetics; Antiparkinson s,4,,-,approved,1955,
669,promazine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD462,-,Antiemetics; Antipsychotic,4,,-,approved,1956,
670,promethazine,small molecule,Aminergic ,antagonist,,secondary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAapril2016_0103,"cl-h1t, promethazine + sumatriptan",Hypnotics and Sedatives; Anti-anxiety s; Anti-allergic ; Treat migraines and cluster headaches,3,2013,Completed,in trial,-,
671,promethazine,small molecule,Aminergic ,antagonist,,secondary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD463,-,Hypnotics and Sedatives; Anti-anxiety s; Anti-allergic,4,,-,approved,1951,
672,propantheline,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD464,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,1953,
673,propiomazine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD467,-,Hypnotics and Sedatives,4,,-,approved,1960,
674,scopolamine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD491,-,Adjuvants; Anesthesia; Antispasmodics; Mydriatics,4,,-,approved,1953,
675,solifenacin,small molecule,Aminergic ,antagonist,,secondary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1876,"solifenacin succinate, ym-905,vesicare",incontinence,4,,-,approved,2004,
676,succinylcholine,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD501,-,Muscle Relaxants; Skeletal,4,,-,approved,1952,
677,thiethylperazine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD519,-,Antiemetics,4,,-,approved,1961,
678,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0590,tiotropium + olodaterol,chronic obstructive pulmonary disease (COPD),4,,-,approved,2004,
679,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2019,"tiotropium bromide,spiriva",cystic fibrosis; chronic obstructive pulmonary disorder (COPD),4,,-,approved,2004,
680,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,3,2016,Completed,in trial,-,
681,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,
682,tridihexethyl,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD540,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,1954,
683,triflupromazine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD542,-,Antiemetics; Antipsychotic,4,,-,approved,1957,
684,trihexyphenidyl,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD543,-,Antiparkinson,4,,-,approved,1949,
685,trospium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2350,alks 27,chronic obstructive pulmonary disease (COPD),2,2007,discontinued,in trial,-,
686,trospium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,
687,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0039,aclidinium bromide + formoterol fumarate,chronic obstructive pulmonary disease (COPD),3,2017,recruiting,in trial,-,
688,aclidinium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,44,aclidinium,Bronchodilator,4,,-,approved,2012,
689,anisotropine methylbromide,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD029,-,Antispasmodics; Anti-ulcer,4,,-,approved,1982,
690,atropine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,977,inhaled atropine,nerve  antidote,4,,-,approved,1973,
691,batefenterol,small molecule,Aminergic ,agonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_56,batefenterol,chronic obstructive pulmonary disease (COPD),2,2015,Completed,in trial,-,
692,benzquinamide,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD047,-,Antiemetics; Antipsychotic,4,,-,withdrawn,1974,
693,betanechol,small molecule,Aminergic ,agonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,648,dm-71,Antidiabetic,4,,-,approved,1970,
694,bethanechol,small molecule,Aminergic ,agonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_57,bethanechol,eosinophilic esophagitis,4,,-,approved,1948,
695,carbachol,small molecule,Aminergic ,agonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD077,-,Antiglaucomic,4,,-,approved,1972,
696,darifenacin,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_54,darifenacin,overactive bladder,4,,-,approved,2004,
697,desipramine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD148,-,Anti-depressant,4,,-,approved,1964,
698,dimetindene,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,ASH_Oct2016_360,dimetindene,Anti-Allergic,4,,-,approved,-,
699,diphenidol,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD175,-,Antiemetics,4,,-,approved,1967,
700,doxacurium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD185,-,Muscle Relaxants,4,,-,approved,1991,
701,doxacurium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD186,-,Muscle Relaxants,4,,-,approved,1991,
702,doxepin,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1851,silenor (so-101),Hypnotics and Sedatives,4,,-,approved,1969,
703,fesoterodine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_53,fesoterodine,prostate adenocarcinoma,4,,-,approved,2007,
704,flavoxate,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD230,-,Antispasmodics,4,,-,approved,1970,
705,homatropine methylbromide,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD271,-,GI Anti-Ulcer ; Antimuscarinics,4,,-,approved,1982,
706,hyoscyamine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,ASH_Oct2016_396,hyoscyamine,Antispasmodics,4,,-,approved,-,
707,ipratropium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1021,"ipratropium bromide + albuterol sulfate,duoneb",chronic obstructive pulmonary disease (COPD),4,,-,approved,1986,
708,levomepromazine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD342,-,schizophrenia,4,,-,approved,1982,Approved prior to 1982 and then discontinued
709,methylscopolamine bromide,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Oct2016_422,methylscopolamine bromide,Anti-ulcer,4,,-,approved,1953,conflicting subfamily 
710,metixene,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD355,-,Antiparkinson,4,,-,approved,1982,
711,mivacurium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD370,-,Muscle Relaxants,4,,-,approved,1992,
712,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1476,"olanzapine/fluoxetine combination,symbyax (zyprexa/prozac)",Anti-depressant,4,,-,approved,1996,
713,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,APR13_0013,alks 3831,schizophrenia,4,,-,approved,1996,
714,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0185,"alks 3831,  olanzapine + alks 33,samidorphan",schizophrenia,4,,-,approved,1996,
715,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1475,"olanzapine,zyprexa, zypadhera, zyprexa relprevv",schizophrenia,4,,-,approved,1996,
716,olanzapine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1515,"orex-003, olanzapine plus zonisamide sr",schizophrenia,4,,-,approved,1996,
717,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2351,dr-3001,incontinence,3,2013,discontinued,in trial,-,
718,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,14,aa-2010,incontinence,4,,-,approved,1975,
719,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2067,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",incontinence,4,,-,approved,1975,
720,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,190,"ap-1034,anturol",overactive bladder,4,,-,approved,1975,
721,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAapril2016_0198,jnp-010,overactive bladder,4,,-,approved,1975,
722,oxyphencyclimine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD407,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,1982,
723,pilocarpine,small molecule,Aminergic ,agonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,4,,-,approved,1974,
724,procyclidine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD460,-,Antidyskinetics; Antiparkinson s,4,,-,approved,1955,
725,promazine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD462,-,Antiemetics; Antipsychotic,4,,-,approved,1956,
726,promethazine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAapril2016_0100,"cl-h1t, promethazine + sumatriptan",Hypnotics and Sedatives; Anti-anxiety s; Anti-allergic ; Treat migraines and cluster headaches,3,2013,Completed,in trial,-,
727,promethazine,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD463,-,Hypnotics and Sedatives; Anti-anxiety s; Anti-allergic,4,,-,approved,1951,
728,propantheline,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,ASH_Sep2016_55,propantheline,digestive system disease,4,,-,approved,1953,
729,propiomazine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD467,-,Hypnotics and Sedatives,4,,-,approved,1960,
730,psd-506,small molecule,Aminergic ,antagonist,,,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1676,psd-506,overactive bladder,2,2009,discontinued,in trial,-,
731,rocuronium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1776,"rocuronium bromide,esmeron, zemuron, eslax",Muscle Relaxants,4,,-,approved,2008,
732,solifenacin,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,1876,"solifenacin succinate, ym-905,vesicare",incontinence,4,,-,approved,2004,
733,thiethylperazine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD519,-,Antiemetics,4,,-,approved,1961,
734,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,MMAmay2016_0589,tiotropium + olodaterol,chronic obstructive pulmonary disease (COPD),4,,-,approved,2004,
735,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2019,"tiotropium bromide,spiriva",cystic fibrosis; chronic obstructive pulmonary disorder (COPD),4,,-,approved,2004,
736,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,3,2016,Completed,in trial,-,
737,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,
738,tridihexethyl,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD540,-,GI Anti-Ulcer ; anticholinergic; Antispasmodics,4,,-,approved,1954,
739,triflupromazine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,NRDD542,-,Antiemetics; Antipsychotic,4,,-,approved,1957,
