"DRUG_ID","Name","ligand_name","ChEMBLID","DrugBankID","PubChemCID","CAS","UNII","InChiKey","SMILES","MolecularWeight","XLogP","TPSA","Complexity","Charge","HBondDonorCount","HBondAceptorCount","RotableBondCount","HeavyAtomCount","Max_Phase","Drug_Status","Approval_Year","Drug_Type","Action","TargetProteinID","entry_name","receptor_class","receptor_family","ligand_type","ICD_Code","ICD_Title","IndicationMaxPhase","IndicationStatus","URI","PubMedID"
151,"antazoline","antazoline","CHEMBL1305","DB08799","2200","91-75-8","DHA8014SS1","REYFJDPCWQRWAA-UHFFFAOYSA-N","C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3",265.35,2.6,27.6,314,0,1,2,5,20,4,"Approved",1994,"Small molecule","Antagonist","P35367","hrh1_human","Class A (Rhodopsin)","Histamine receptors","Aminergic receptors","MD11.9","Nasal congestion",4,"Approved","1251924794","35766936, 29377987, 30920001"
152,"hyoscyamine","hyoscyamine","CHEMBL1331216","DB00424","154417","101-31-5","PX44XO846X","RKUNBYITZUJHSG-VFSICIBPSA-N","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3",289.4,1.8,49.8,353,0,1,4,5,21,4,"Approved",1938,"Small molecule","Antagonist","P08172","acm2_human","Class A (Rhodopsin)","Acetylcholine receptors (muscarinic)","Aminergic receptors","8A00.0Z","Parkinson disease, unspecified",4,"Approved","296066191/unspecified","31644177, 36501358, 13203600"
152,"hyoscyamine","hyoscyamine","CHEMBL1331216","DB00424","154417","101-31-5","PX44XO846X","RKUNBYITZUJHSG-VFSICIBPSA-N","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3",289.4,1.8,49.8,353,0,1,4,5,21,4,"Approved",1938,"Small molecule","Antagonist","P08172","acm2_human","Class A (Rhodopsin)","Acetylcholine receptors (muscarinic)","Aminergic receptors","DD91.0Z","Irritable bowel syndrome, type unspecified",4,"Approved","1158238623/unspecified","31644177, 36501358, 13203600"
152,"hyoscyamine","hyoscyamine","CHEMBL1331216","DB00424","154417","101-31-5","PX44XO846X","RKUNBYITZUJHSG-VFSICIBPSA-N","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3",289.4,1.8,49.8,353,0,1,4,5,21,4,"Approved",1938,"Small molecule","Antagonist","P08172","acm2_human","Class A (Rhodopsin)","Acetylcholine receptors (muscarinic)","Aminergic receptors","GC08.Z","Urinary tract infection, site and agent not specified",4,"Approved","1848472780/unspecified","31644177, 36501358, 13203600"
152,"hyoscyamine","hyoscyamine","CHEMBL1331216","DB00424","154417","101-31-5","PX44XO846X","RKUNBYITZUJHSG-VFSICIBPSA-N","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3",289.4,1.8,49.8,353,0,1,4,5,21,4,"Approved",1938,"Small molecule","Antagonist","P11229","acm1_human","Class A (Rhodopsin)","Acetylcholine receptors (muscarinic)","Aminergic receptors","8A00.0Z","Parkinson disease, unspecified",4,"Approved","296066191/unspecified","31644177, 36501358, 13203600"
152,"hyoscyamine","hyoscyamine","CHEMBL1331216","DB00424","154417","101-31-5","PX44XO846X","RKUNBYITZUJHSG-VFSICIBPSA-N","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3",289.4,1.8,49.8,353,0,1,4,5,21,4,"Approved",1938,"Small molecule","Antagonist","P11229","acm1_human","Class A (Rhodopsin)","Acetylcholine receptors (muscarinic)","Aminergic receptors","DD91.0Z","Irritable bowel syndrome, type unspecified",4,"Approved","1158238623/unspecified","31644177, 36501358, 13203600"
152,"hyoscyamine","hyoscyamine","CHEMBL1331216","DB00424","154417","101-31-5","PX44XO846X","RKUNBYITZUJHSG-VFSICIBPSA-N","CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3",289.4,1.8,49.8,353,0,1,4,5,21,4,"Approved",1938,"Small molecule","Antagonist","P11229","acm1_human","Class A (Rhodopsin)","Acetylcholine receptors (muscarinic)","Aminergic receptors","GC08.Z","Urinary tract infection, site and agent not specified",4,"Approved","1848472780/unspecified","31644177, 36501358, 13203600"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","2C8Z","Malignant neoplasms of male genital organs, unspecified",3,"Inactive","1894406676/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6A05.Z","Attention deficit hyperactivity disorder, presentation unspecified",4,"Approved","821852937/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6B40","Post traumatic stress disorder",3,"Active","2070699808","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6C41.2Z","Cannabis dependence, unspecified",3,"Inactive","1129015467/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6C43.2Z","Opioid dependence, unspecified",2,"Inactive","1120716949/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6C45.2Z","Cocaine dependence, unspecified",1,"Inactive","1691013484/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6D70.Z","Delirium, unspecified or unknown cause",3,"Active","897917531/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","8A80.Z","Migraine, unspecified",4,"Approved","669367341/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","8B1Z","Cerebral ischaemia, unspecified",1,"Unknown","1427441570/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","8C03.0","Diabetic polyneuropathy",2,"Inactive","1837670870","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","8E43.0Z","Neuropathic pain, unspecified",4,"Approved","1339785363/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","9C61.Z","Glaucoma, unspecified",4,"Approved","499924848/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","BA00.Z","Essential hypertension, unspecified",4,"Approved","761947693/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","DA01.11","Oral mucositis",2,"Active","1634507618","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","EA80.Z","Atopic eczema, unspecified",1,"Active","215767047/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","JA60.0","Mild hyperemesis gravidarum",3,"Inactive","1878037467","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","KD35","Neonatal withdrawal syndrome from maternal use of drugs of addiction",3,"Active","80293156","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","MB24.3","Anxiety",2,"Unknown","2027043655","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","ME07.Z","Faecal incontinence, unspecified",3,"Active","790417430/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","ME84.2Z","Low back pain, unspecified",2,"Inactive","1815305992/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","MG27","Haemorrhage, not elsewhere classified",1,"Active","940081636","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","MG3Z","Pain, unspecified",4,"Approved","661232217/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","NA07.Z","Intracranial injury, unspecified",2,"Inactive","277610609/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P08913","ada2a_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","NE8Z","Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",3,"Unknown","383104340/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","2C8Z","Malignant neoplasms of male genital organs, unspecified",3,"Inactive","1894406676/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6A05.Z","Attention deficit hyperactivity disorder, presentation unspecified",4,"Approved","821852937/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6B40","Post traumatic stress disorder",3,"Active","2070699808","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6C41.2Z","Cannabis dependence, unspecified",3,"Inactive","1129015467/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6C43.2Z","Opioid dependence, unspecified",2,"Inactive","1120716949/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6C45.2Z","Cocaine dependence, unspecified",1,"Inactive","1691013484/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","6D70.Z","Delirium, unspecified or unknown cause",3,"Active","897917531/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","8A80.Z","Migraine, unspecified",4,"Approved","669367341/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","8B1Z","Cerebral ischaemia, unspecified",1,"Unknown","1427441570/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","8C03.0","Diabetic polyneuropathy",2,"Inactive","1837670870","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","8E43.0Z","Neuropathic pain, unspecified",4,"Approved","1339785363/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","9C61.Z","Glaucoma, unspecified",4,"Approved","499924848/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","BA00.Z","Essential hypertension, unspecified",4,"Approved","761947693/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","DA01.11","Oral mucositis",2,"Active","1634507618","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","EA80.Z","Atopic eczema, unspecified",1,"Active","215767047/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","JA60.0","Mild hyperemesis gravidarum",3,"Inactive","1878037467","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","KD35","Neonatal withdrawal syndrome from maternal use of drugs of addiction",3,"Active","80293156","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","MB24.3","Anxiety",2,"Unknown","2027043655","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","ME07.Z","Faecal incontinence, unspecified",3,"Active","790417430/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","ME84.2Z","Low back pain, unspecified",2,"Inactive","1815305992/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","MG27","Haemorrhage, not elsewhere classified",1,"Active","940081636","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","MG3Z","Pain, unspecified",4,"Approved","661232217/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","NA07.Z","Intracranial injury, unspecified",2,"Inactive","277610609/unspecified","29083638, 30000689, 35951908"
153,"clonidine","clonidine","CHEMBL134","DB00575","2803","4205-90-7","MN3L5RMN02","GJSURZIOUXUGAL-UHFFFAOYSA-N","C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl",230.09,1.6,36.4,222,0,2,1,2,14,4,"Approved",1974,"Small molecule","Agonist","P18089","ada2b_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","NE8Z","Injury or harm arising from surgical or medical care, not elsewhere classified, unspecified",3,"Unknown","383104340/unspecified","29083638, 30000689, 35951908"
