,Drug Name,Drug Class,LigandType,ModeOfAction,DrugAliases,TargetCategory,Gene,EntryName,Uniprot,Class,Target class,Subfamily,Target_novelty,INDEX,Trial name,Indication(s),Phase,PhaseDate,ClinicalStatus,Status,Approval,Note
602,tamsulosin,small molecule,Aminergic ,antagonist,,primary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,1946,"tamsulosin, ym-617,harnal, flomax",urinary symptoms associated with BPH,4,,-,approved,1997,
603,apd791,small molecule,Aminergic ,agonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,195,apd791,antithrombotic,1,2008,completed,in trial,-,
604,tapentadol,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1950,tapentadol,Analgesics,4,,-,approved,2008,
605,tapentadol,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1951,"tapentadol hydrochloride, cg-5503, r331333",Analgesics,4,,-,approved,2008,
606,taranabant,small molecule,Lipid ,inverse agonist,,primary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,1952,"taranabant, mk-0364",Anti-obesity ; smoking-cessation,3,2007,discontinued,in trial,-,discontinued because overall profile does not support development for obesity
607,tasimelteon,small molecule,Melatonin ,agonist,,primary,MTNR1A,mtr1a_human,P48039,Class A (Rhodopsin),GPCR;Rhodopsin,Melatonin,established,1956,"tasimelteon, vec-162",Hypnotics and Sedatives,4,,-,approved,2014,
608,tasimelteon,small molecule,Melatonin ,agonist,,primary,MTNR1B,mtr1b_human,P49286,Class A (Rhodopsin),GPCR;Rhodopsin,Melatonin,established,1956,"tasimelteon, vec-162",Hypnotics and Sedatives,4,,-,approved,2014,
609,taspoglutide,protein,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1958,"taspoglutide, itm-077, r1583, bim-51077",Antidiabetic,3,2011,discontinued,in trial,-,discontinued due to adverse gastrointestinal reactions
610,apd916,small molecule,Aminergic ,agonist,,primary,HRH3,hrh3_human,Q9Y5N1,Class A (Rhodopsin),GPCR;Rhodopsin,Histamine receptors,established,196,apd916,sleep disorders; narcolepsy,1,2010,completed,in trial,-,
611,tbr-652,small molecule,Protein,antagonist,,primary,CCR5,ccr5_human,P51681,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,1962,"tbr-652, tak-652, Cenicriviroc",antiviral ; HIV; Nonalcoholic Steatohepatitis,3,2017,recruiting,in trial,-,
612,td-1211,small molecule,Peptide,antagonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,1971,"td-1211, Axelopran",opioid-induced gastrointestinal side-effects,2,2012,completed,in trial,-,
613,td-2749,unknown,Aminergic ,agonist,,primary,HTR4,5ht4r_human,Q13639,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1972,td-2749,motilitant,1,2005,discontinued,in trial,-,
614,tecadenoson,small molecule,Nucleotide ,agonist,,primary,ADORA1,aa1r_human,P30542,Class A (Rhodopsin),GPCR;Rhodopsin,Adenosine receptors,established,1973,tecadenoson,Anti-Arrhythmia,3,2009,discontinued,in trial,-,
615,tegaserod,small molecule,Aminergic ,partial agonist,,primary,HTR4,5ht4r_human,Q13639,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1975,"tegaserod,zelnorm, zelmac",motilitant,4,,-,approved,2002,
616,telmisartan,small molecule,Peptide,antagonist,,primary,AGTR1,agtr1_human,P30556,Class A (Rhodopsin),GPCR;Rhodopsin,Angiotensin receptors,established,1977,"telmisartan,micardis, micardis hct",Antihypertensive,4,,-,approved,1998,
617,terguride,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1981,terguride,"Diffuse cutaneous systemic sclerosis, Antihypertensive",3,2016,ongoing,in trial,-,Difficult to get info; 10 year break before investigating again in Europe
618,terguride,small molecule,Aminergic ,antagonist,,primary,HTR2B,5ht2b_human,P41595,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,1981,terguride,"Diffuse cutaneous systemic sclerosis, Antihypertensive",3,2016,ongoing,in trial,-,Difficult to get info; 10 year break before investigating again in Europe
619,teriparatide,peptide,Peptide,agonist,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1983,"teriparatide, inhaled air",Anti-osteoporotic,4,,-,approved,1987,
620,teriparatide,peptide,Peptide,agonist,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1984,"teriparatide, pth1-34 nasal spray",Anti-osteoporotic,4,,-,approved,1987,
621,teriparatide,peptide,Peptide,agonist,,primary,PTHR1,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,1985,"teriparatide,forteo, forsteo",Anti-osteoporotic,4,,-,approved,1987,
622,terlipressin,small molecule,Peptide,agonist,,primary,AVPR1A,v1ar_human,P37288,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,1986,"terlipressin,lucassin",hepatorenal syndrome,4,,-,approved,2003,
623,terlipressin,small molecule,Peptide,agonist,,primary,AVPR1B,v1br_human,P47901,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,1986,"terlipressin,lucassin",hepatorenal syndrome,4,,-,approved,2003,
624,terlipressin,small molecule,Peptide,agonist,,primary,AVPR2,v2r_human,P30518,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,1986,"terlipressin,lucassin",hepatorenal syndrome,4,,-,approved,2003,
625,tesamorelin,peptide,Peptide,agonist,,primary,GHRHR,ghrhr_human,Q02643,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,1987,tesamorelin,HIV-associated lipodystrophy,4,,-,approved,2010,
626,tg-0054,small molecule,Protein,antagonist,,primary,CXCR4,cxcr4_human,P61073,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,established,2002,"tg-0054, Burixafor",adjuvant to stem cell transplantation,2,2014,completed,in trial,-,
627,th0318,peptide,Peptide,agonist,,primary,GLP1R,glp1r_human,P43220,Class B1 (Secretin),GPCR;Secretin,Glucagon receptor family,established,2008,th0318,Antidiabetic,1,2004,discontinued,in trial,-,
628,sitaxentan,small molecule,Peptide,antagonist,,primary,EDNRA,ednra_human,P25101,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,2010,"thelin, sitaxentan",Antihypertensive,4,,-,approved,2006,
629,parathyroid hormone,protein,Peptide,agonist,,primary,PTH1R,pth1r_human,Q03431,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2012,"bn-003,capthymone,thpth",Anti-osteoporotic,4,,-,approved,2015,
630,parathyroid hormone,protein,Peptide,agonist,,primary,PTH2R,pth2r_human,P49190,Class B1 (Secretin),GPCR;Secretin,Parathyroid hormone receptors,established,2012,thpth,Anti-osteoporotic,4,,-,approved,2015,
631,pilocarpine,small molecule,Aminergic ,agonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,4,,-,approved,1974,
632,pilocarpine,small molecule,Aminergic ,agonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,4,,-,approved,1974,
633,pilocarpine,small molecule,Aminergic ,agonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,4,,-,approved,1974,
634,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,3,2016,completed,in trial,-,
635,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,3,2016,completed,in trial,-,
636,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,3,2016,completed,in trial,-,
637,tolterodine,small molecule,Aminergic ,antagonist,,secondary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,3,2016,completed,in trial,-,
638,tolterodine,small molecule,Aminergic ,antagonist,,secondary,CHRM5,acm5_human,P08912,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2013,thvd-201,incontinence,3,2016,completed,in trial,-,
639,oxytocin,peptide,Peptide,agonist,,primary,OXTR,oxyr_human,P30559,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,2014,"ti-001, intranasal oxytocin",Analgesics,4,,-,approved,1980,
640,ticagrelor,small molecule,Nucleotide ,NAM,,primary,P2RY12,p2y12_human,Q9H244,Class A (Rhodopsin),GPCR;Rhodopsin,P2Y receptors,established,2015,ticagrelor,antithrombotic,4,,-,approved,2010,
641,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2019,"tiotropium bromide,spiriva",cystic fibrosis; chronic obstructive pulmonary disorder (COPD),4,,-,approved,2004,
642,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2019,"tiotropium bromide,spiriva",cystic fibrosis; chronic obstructive pulmonary disorder (COPD),4,,-,approved,2004,
643,tiotropium,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2019,"tiotropium bromide,spiriva",cystic fibrosis; chronic obstructive pulmonary disorder (COPD),4,,-,approved,2004,
644,misoprostol,small molecule,Lipid ,agonist,,secondary,PTGIR,pi2r_human,P43119,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,202,"apl-202,isprelor",Labor Inducing,4,,-,approved,1988,
645,tizanidine,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2021,"tizanidine hydrochloride,zanaflex",Muscle Relaxants,4,,-,approved,1996,
646,tizanidine,small molecule,Aminergic ,agonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2021,"tizanidine hydrochloride,zanaflex",Muscle Relaxants,4,,-,approved,1996,
647,tizanidine,small molecule,Aminergic ,agonist,,primary,ADRA2C,ada2c_human,P18825,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2021,"tizanidine hydrochloride,zanaflex",Muscle Relaxants,4,,-,approved,1996,
648,obinepitide,small molecule,Peptide,agonist,,primary,NPY2R,npy2r_human,P49146,Class A (Rhodopsin),GPCR;Rhodopsin,Neuropeptide Y receptors,not established,2027,"tm30338,obinepitide",Anti-obesity,2,2010,completed,in trial,-,Sweden
649,obinepitide,small molecule,Peptide,agonist,,primary,PPYR1,npy4r_human,P50391,Class A (Rhodopsin),GPCR;Rhodopsin,Neuropeptide Y receptors,not established,2027,"tm30338,obinepitide",Anti-obesity,2,2010,completed,in trial,-,Sweden
650,tm30339,small molecule,Peptide,agonist,,primary,PPYR1,npy4r_human,P50391,Class A (Rhodopsin),GPCR;Rhodopsin,Neuropeptide Y receptors,not established,2028,tm30339,Anti-obesity,2,2008,discontinued,in trial,-,
651,tm38837,small molecule,Lipid ,antagonist,,primary,CNR1,cnr1_human,P21554,Class A (Rhodopsin),GPCR;Rhodopsin,Cannabinoid receptors,established,2029,tm38837,Anti-obesity,1,2013,completed,in trial,-,
652,aplindore,small molecule,Aminergic ,partial agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,203,"aplindore, dab-452",Antiparkinson ; restlegs legs syndrome,2,2008,discontinued,in trial,-,
653,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,
654,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,
655,tolterodine,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,
656,tolterodine,small molecule,Aminergic ,antagonist,,secondary,CHRM4,acm4_human,P08173,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2036,"tolterodine extended release capsules,detrol la",incontinence,4,,-,approved,1998,
657,tolvaptan,small molecule,Peptide,antagonist,,primary,AVPR2,v2r_human,P30518,Class A (Rhodopsin),GPCR;Rhodopsin,Vasopressin and oxytocin receptors,established,2037,"tolvaptan, opc-41061,samsca",Antihypertensive,4,,-,approved,2009,
658,tonabersat,small molecule,Aminergic ,antagonist,,primary,HTR1D,5ht1d_human,P28221,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2038,tonabersat,Anti-migraine,2,2007,discontinued,in trial,-,
659,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER1,pe2r1_human,P34995,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,2039,"topical alprostadil cream,alprox-td, befar, vitaros",sexual dysfunction,4,,-,approved,1981,
660,alprostadil,small molecule,Lipid ,agonist,,primary,PTGER2,pe2r2_human,P43116,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,2039,"topical alprostadil cream,alprox-td, befar, vitaros",sexual dysfunction,4,,-,approved,1981,
661,rusalatide,peptide,Peptide,agonist,,primary,F2R,par1_human,P25116,Class A (Rhodopsin),GPCR;Rhodopsin,Proteinase-activated receptors,established,2048,"tp-508,chrysalin",diabetic foot ulcers,3,2005,discontinued,in trial,-,
662,rusalatide,peptide,Peptide,agonist,,primary,F2RL2,par3_human,O00254,Class A (Rhodopsin),GPCR;Rhodopsin,Proteinase-activated receptors,established,2048,"tp-508,chrysalin",diabetic foot ulcers,3,2005,discontinued,in trial,-,
663,rusalatide,peptide,Peptide,agonist,,primary,F2RL3,par4_human,Q96RI0,Class A (Rhodopsin),GPCR;Rhodopsin,Proteinase-activated receptors,established,2048,"tp-508,chrysalin",diabetic foot ulcers,3,2005,discontinued,in trial,-,
664,tpi-asm8,antisense oligo,Protein,antagonist,,primary,CCR3,ccr3_human,P51677,Class A (Rhodopsin),GPCR;Rhodopsin,Chemokine receptors,not established,2049,tpi-asm8,Anti-Asthmatic,2,2010,discontinued,in trial,-,
665,morphine,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2051,tpm-1/morphine,Analgesics,4,,-,approved,1984,
666,morphine,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2051,tpm-1/morphine,Analgesics,4,,-,approved,1984,
667,morphine,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2051,tpm-1/morphine,Analgesics,4,,-,approved,1984,
668,bosentan,small molecule,Peptide,antagonist,,primary,EDNRA,ednra_human,P25101,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,2053,tracleer,Antihypertensive,4,,-,approved,2001,
669,bosentan,small molecule,Peptide,antagonist,,primary,EDNRB,ednrb_human,P24530,Class A (Rhodopsin),GPCR;Rhodopsin,Endothelin receptors,established,2053,tracleer,Antihypertensive,4,,-,approved,2001,
670,tramadol,small molecule,Aminergic ,agonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2055,"tramadol extended-release,raliva er",Analgesics,4,,-,approved,1995,
671,tramadol,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2055,"tramadol extended-release,raliva er",Analgesics,4,,-,approved,1995,
672,tramadol,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2055,"tramadol extended-release,raliva er",Analgesics,4,,-,approved,1995,
673,tramadol,small molecule,Aminergic ,agonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2056,"tramadol hydrochloride,ultram",Analgesics,4,,-,approved,1995,
674,tramadol,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2056,"tramadol hydrochloride,ultram",Analgesics,4,,-,approved,1995,
675,tramadol,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2056,"tramadol hydrochloride,ultram",Analgesics,4,,-,approved,1995,
676,tramadol,small molecule,Aminergic ,agonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2057,"tramadol,tridural, ryzolt",Analgesics,4,,-,approved,1995,
677,tramadol,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2057,"tramadol,tridural, ryzolt",Analgesics,4,,-,approved,1995,
678,tramadol,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2057,"tramadol,tridural, ryzolt",Analgesics,4,,-,approved,1995,
679,apomorphine,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,206,"apomorphine hcl,uprima, ixense",erectile dysfunction,1,2005,discontinued,in trial,-,
680,apomorphine,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,206,"apomorphine hcl,uprima, ixense",erectile dysfunction,1,2005,discontinued,in trial,-,
681,apomorphine,small molecule,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,206,"apomorphine hcl,uprima, ixense",erectile dysfunction,1,2005,discontinued,in trial,-,
682,epinephrine,small molecule,Aminergic ,agonist,,primary,ADRA1A,ada1a_human,P35348,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
683,epinephrine,small molecule,Aminergic ,agonist,,primary,ADRA1B,ada1b_human,P35368,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
684,epinephrine,small molecule,Aminergic ,agonist,,primary,ADRA2A,ada2a_human,P08913,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
685,epinephrine,small molecule,Aminergic ,agonist,,primary,ADRA2B,ada2b_human,P18089,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
686,epinephrine,small molecule,Aminergic ,agonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
687,epinephrine,small molecule,Aminergic ,agonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
688,epinephrine,small molecule,Aminergic ,agonist,,secondary,ADRA1D,ada1d_human,P25100,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2066,"transdermal lidocaine/epinephrine patch,lidosite",Anesthetics,4,,-,approved,1976,
689,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2067,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",incontinence,4,,-,approved,1975,
690,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2067,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",incontinence,4,,-,approved,1975,
691,oxybutynin,small molecule,Aminergic ,antagonist,,primary,CHRM3,acm3_human,P20309,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2067,"transdermal oxybutynin patch, oxybutynin topical gel,oxytrol, kentera, gelnique",incontinence,4,,-,approved,1975,
692,oxycodone,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2068,transdermal oxycodone,Analgesics,4,,-,approved,1998,
693,oxycodone,small molecule,Peptide,agonist,,primary,OPRK1,oprk_human,P41145,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2068,transdermal oxycodone,Analgesics,4,,-,approved,1998,
694,oxycodone,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2068,transdermal oxycodone,Analgesics,4,,-,approved,1998,
695,fentanyl,small molecule,Peptide,agonist,,primary,OPRD1,oprd_human,P41143,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2069,"transmucosal fentanyl,actiq",Analgesics,4,,-,approved,1968,
696,fentanyl,small molecule,Peptide,agonist,,primary,OPRM1,oprm_human,P35372,Class A (Rhodopsin),GPCR;Rhodopsin,Opioid receptors,established,2069,"transmucosal fentanyl,actiq",Analgesics,4,,-,approved,1968,
697,apomorphine,small molecule,Aminergic ,agonist,,primary,DRD2,drd2_human,P14416,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,207,"apomorphine hydrochloride,apokyn, apo-go",anti-parkisonian,4,,-,approved,2004,
698,apomorphine,small molecule,Aminergic ,agonist,,primary,DRD3,drd3_human,P35462,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,207,"apomorphine hydrochloride,apokyn, apo-go",anti-parkisonian,4,,-,approved,2004,
699,apomorphine,small molecule,Aminergic ,agonist,,primary,DRD4,drd4_human,P21917,Class A (Rhodopsin),GPCR;Rhodopsin,Dopamine receptors,established,207,"apomorphine hydrochloride,apokyn, apo-go",anti-parkisonian,4,,-,approved,2004,
700,timolol,small molecule,Aminergic ,antagonist,,primary,ADRB1,adrb1_human,P08588,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2071,"travoprost + timolol,extravan, duotrav",Antiglaucomic,4,,-,approved,1981,
701,timolol,small molecule,Aminergic ,antagonist,,primary,ADRB2,adrb2_human,P07550,Class A (Rhodopsin),GPCR;Rhodopsin,Adrenoceptors,established,2071,"travoprost + timolol,extravan, duotrav",Antiglaucomic,4,,-,approved,1981,
702,travoprost,small molecule,Lipid ,agonist,,primary,PTGFR,pf2r_human,P43088,Class A (Rhodopsin),GPCR;Rhodopsin,Prostanoid receptors,established,2071,"travoprost + timolol,extravan, duotrav",Antiglaucomic,4,,-,approved,2001,
703,trazodone,small molecule,Aminergic ,antagonist,,primary,HTR1A,5ht1a_human,P08908,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2072,"trazodone extended release, dds-04a,oleptro",Anti-depressant,4,,-,approved,1981,
704,trazodone,small molecule,Aminergic ,partial agonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2072,"trazodone extended release, dds-04a,oleptro",Anti-depressant,4,,-,approved,1981,
705,trazodone,small molecule,Aminergic ,antagonist,,primary,HTR2C,5ht2c_human,P28335,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2072,"trazodone extended release, dds-04a,oleptro",Anti-depressant,4,,-,approved,1981,
706,SL 650472,small molecule,Aminergic ,antagonist,,primary,HTR1B,5ht1b_human,P28222,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2074,"trelanserin, sl 65.0472",intermittent claudication,2,2006,discontinued,in trial,-,
707,SL 650472,small molecule,Aminergic ,antagonist,,primary,HTR2A,5ht2a_human,P28223,Class A (Rhodopsin),GPCR;Rhodopsin,5-Hydroxytryptamine receptors,established,2074,"trelanserin, sl 65.0472",intermittent claudication,2,2006,discontinued,in trial,-,
708,olmesartan medoxomil,small molecule,Peptide,antagonist,,primary,AGTR1,agtr1_human,P30556,Class A (Rhodopsin),GPCR;Rhodopsin,Angiotensin receptors,established,2080,tribenzor,Antihypertensive,4,,-,approved,2002,
709,triptorelin,small molecule,Peptide,agonist,,primary,GNRHR,gnrhr_human,P30968,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,2084,"triptorelin pamoate,trelstar, decapeptyl, salvacyl, moapar, pamorelin",Antineoplastic,4,,-,approved,2001,
710,triptorelin,small molecule,Peptide,agonist,,primary,GNRHR2,gnrr2_human,Q96P88,Class A (Rhodopsin),GPCR;Rhodopsin,Gonadotrophin-releasing hormone receptors,established,2084,"triptorelin pamoate,trelstar, decapeptyl, salvacyl, moapar, pamorelin",Antineoplastic,4,,-,approved,2001,
711,trospium,small molecule,Aminergic ,antagonist,,primary,CHRM1,acm1_human,P11229,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,
712,trospium,small molecule,Aminergic ,antagonist,,secondary,CHRM2,acm2_human,P08172,Class A (Rhodopsin),GPCR;Rhodopsin,Acetylcholine receptors (muscarinic),established,2086,"trospium chloride,sanctura",incontinence,4,,-,approved,2004,
