,Unnamed: 0,actual_cost,date,drugClass,drugCode,drugName,drugNameQuery,items,quantity,section
9849,9,235424.26,2013-03-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12488.0,650112.0,4.1: Hypnotics And Anxiolytics
9850,10,193708.07,2013-04-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12730.0,658852.0,4.1: Hypnotics And Anxiolytics
9851,11,199447.74,2013-05-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12961.0,678999.0,4.1: Hypnotics And Anxiolytics
9852,12,183765.94,2013-06-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12050.0,625800.0,4.1: Hypnotics And Anxiolytics
9853,13,192712.08,2013-07-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12958.0,679387.0,4.1: Hypnotics And Anxiolytics
9854,14,187496.65,2013-08-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12610.0,660985.0,4.1: Hypnotics And Anxiolytics
9855,15,180951.24,2013-09-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12071.0,638623.0,4.1: Hypnotics And Anxiolytics
9856,16,169162.17,2013-10-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12996.0,679652.0,4.1: Hypnotics And Anxiolytics
9857,17,161225.78,2013-11-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12316.0,649280.0,4.1: Hypnotics And Anxiolytics
9858,18,169248.04,2013-12-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12894.0,680228.0,4.1: Hypnotics And Anxiolytics
9859,19,180589.96,2014-01-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12969.0,681049.0,4.1: Hypnotics And Anxiolytics
9860,20,158747.16,2014-02-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,11498.0,598598.0,4.1: Hypnotics And Anxiolytics
9861,21,175564.76,2014-03-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12536.0,660197.0,4.1: Hypnotics And Anxiolytics
9862,22,156898.9,2014-04-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12226.0,635106.0,4.1: Hypnotics And Anxiolytics
9863,23,165885.31,2014-05-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12821.0,669836.0,4.1: Hypnotics And Anxiolytics
9864,24,159302.28,2014-06-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12385.0,645388.0,4.1: Hypnotics And Anxiolytics
9865,25,181219.18,2014-07-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13385.0,700260.0,4.1: Hypnotics And Anxiolytics
9866,26,167202.57,2014-08-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12423.0,647190.0,4.1: Hypnotics And Anxiolytics
9867,27,172127.47,2014-09-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12758.0,665653.0,4.1: Hypnotics And Anxiolytics
9868,28,182514.12,2014-10-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13502.0,703273.0,4.1: Hypnotics And Anxiolytics
9869,29,164035.0,2014-11-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12105.0,633852.0,4.1: Hypnotics And Anxiolytics
9870,30,187426.5,2014-12-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13695.0,722989.0,4.1: Hypnotics And Anxiolytics
9871,31,148726.76,2015-01-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12804.0,671031.0,4.1: Hypnotics And Anxiolytics
9872,32,139748.44,2015-02-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,11917.0,629239.0,4.1: Hypnotics And Anxiolytics
9873,33,151764.91,2015-03-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13110.0,682509.0,4.1: Hypnotics And Anxiolytics
9874,34,144376.98,2015-04-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12952.0,673162.0,4.1: Hypnotics And Anxiolytics
9875,35,142312.44,2015-05-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12687.0,663409.0,4.1: Hypnotics And Anxiolytics
9876,36,144768.57,2015-06-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13089.0,674850.0,4.1: Hypnotics And Anxiolytics
9877,37,160958.01,2015-07-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13730.0,715417.0,4.1: Hypnotics And Anxiolytics
9878,38,144863.18,2015-08-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12542.0,643877.0,4.1: Hypnotics And Anxiolytics
9879,39,157545.12,2015-09-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13464.0,697982.0,4.1: Hypnotics And Anxiolytics
9880,40,154679.49,2015-10-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13443.0,685000.0,4.1: Hypnotics And Anxiolytics
9881,41,152349.05,2015-11-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13144.0,676405.0,4.1: Hypnotics And Anxiolytics
9882,42,165690.41,2015-12-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,14158.0,733324.0,4.1: Hypnotics And Anxiolytics
9883,43,110664.25,2016-01-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12858.0,664852.0,4.1: Hypnotics And Anxiolytics
9884,44,110400.95,2016-02-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12780.0,661953.0,4.1: Hypnotics And Anxiolytics
9885,45,116877.75,2016-03-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13555.0,697842.0,4.1: Hypnotics And Anxiolytics
9886,46,106019.66,2016-04-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13838.0,711026.0,4.1: Hypnotics And Anxiolytics
9887,47,100585.31,2016-05-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13256.0,673215.0,4.1: Hypnotics And Anxiolytics
9888,48,95792.82,2016-06-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13937.0,711165.0,4.1: Hypnotics And Anxiolytics
9889,49,91041.17,2016-07-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13766.0,698000.0,4.1: Hypnotics And Anxiolytics
9890,50,91791.51,2016-08-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,14037.0,707148.0,4.1: Hypnotics And Anxiolytics
9891,51,93363.37,2016-09-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,14180.0,719396.0,4.1: Hypnotics And Anxiolytics
9892,52,80241.79,2016-10-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13803.0,703369.0,4.1: Hypnotics And Anxiolytics
9893,53,81472.46,2016-11-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,14115.0,713637.0,4.1: Hypnotics And Anxiolytics
9894,54,86287.64,2016-12-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,14490.0,740674.0,4.1: Hypnotics And Anxiolytics
9895,55,317649.50668,2017-01-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13784.0,691592.0,4.1: Hypnotics And Anxiolytics
9896,56,267913.94925,2017-02-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,12757.0,649731.0,4.1: Hypnotics And Anxiolytics
9897,57,295607.53601,2017-03-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,14805.0,747608.0,4.1: Hypnotics And Anxiolytics
9898,58,297601.98515,2017-04-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,13106.0,665788.0,4.1: Hypnotics And Anxiolytics
9899,59,224856.65042,2017-05-01,small molecule,0401020B0,Buspirone Hydrochloride,buspirone,14440.0,725349.0,4.1: Hypnotics And Anxiolytics
9961,1,73644.2,2012-07-01,small molecule,0409010U0,Cabergoline,cabergoline,749.0,25820.0,4.9: Drugs Used In Park'ism/Related Disorders
9962,2,68216.62,2012-08-01,small molecule,0409010U0,Cabergoline,cabergoline,692.0,24040.0,4.9: Drugs Used In Park'ism/Related Disorders
9963,3,68462.43,2012-09-01,small molecule,0409010U0,Cabergoline,cabergoline,701.0,24280.0,4.9: Drugs Used In Park'ism/Related Disorders
9964,4,64596.71,2012-10-01,small molecule,0409010U0,Cabergoline,cabergoline,675.0,23040.0,4.9: Drugs Used In Park'ism/Related Disorders
9965,5,67806.82,2012-11-01,small molecule,0409010U0,Cabergoline,cabergoline,668.0,24200.0,4.9: Drugs Used In Park'ism/Related Disorders
9966,6,62933.37,2012-12-01,small molecule,0409010U0,Cabergoline,cabergoline,643.0,22420.0,4.9: Drugs Used In Park'ism/Related Disorders
9967,7,59138.56,2013-01-01,small molecule,0409010U0,Cabergoline,cabergoline,632.0,21180.0,4.9: Drugs Used In Park'ism/Related Disorders
9968,8,54735.5,2013-02-01,small molecule,0409010U0,Cabergoline,cabergoline,577.0,19640.0,4.9: Drugs Used In Park'ism/Related Disorders
9969,9,60905.46,2013-03-01,small molecule,0409010U0,Cabergoline,cabergoline,616.0,21720.0,4.9: Drugs Used In Park'ism/Related Disorders
9970,10,56382.41,2013-04-01,small molecule,0409010U0,Cabergoline,cabergoline,607.0,20360.0,4.9: Drugs Used In Park'ism/Related Disorders
9971,11,62537.62,2013-05-01,small molecule,0409010U0,Cabergoline,cabergoline,627.0,22380.0,4.9: Drugs Used In Park'ism/Related Disorders
9972,12,52126.08,2013-06-01,small molecule,0409010U0,Cabergoline,cabergoline,556.0,18780.0,4.9: Drugs Used In Park'ism/Related Disorders
9973,13,58977.94,2013-07-01,small molecule,0409010U0,Cabergoline,cabergoline,621.0,20800.0,4.9: Drugs Used In Park'ism/Related Disorders
9974,14,61973.4,2013-08-01,small molecule,0409010U0,Cabergoline,cabergoline,633.0,21740.0,4.9: Drugs Used In Park'ism/Related Disorders
9975,15,57449.07,2013-09-01,small molecule,0409010U0,Cabergoline,cabergoline,595.0,20120.0,4.9: Drugs Used In Park'ism/Related Disorders
9976,16,59461.15,2013-10-01,small molecule,0409010U0,Cabergoline,cabergoline,615.0,20620.0,4.9: Drugs Used In Park'ism/Related Disorders
9977,17,57435.05,2013-11-01,small molecule,0409010U0,Cabergoline,cabergoline,583.0,19720.0,4.9: Drugs Used In Park'ism/Related Disorders
9978,18,58934.24,2013-12-01,small molecule,0409010U0,Cabergoline,cabergoline,590.0,20120.0,4.9: Drugs Used In Park'ism/Related Disorders
9979,19,63692.86,2014-01-01,small molecule,0409010U0,Cabergoline,cabergoline,634.0,21460.0,4.9: Drugs Used In Park'ism/Related Disorders
9980,20,50106.41,2014-02-01,small molecule,0409010U0,Cabergoline,cabergoline,528.0,17160.0,4.9: Drugs Used In Park'ism/Related Disorders
9981,21,57047.14,2014-03-01,small molecule,0409010U0,Cabergoline,cabergoline,580.0,19020.0,4.9: Drugs Used In Park'ism/Related Disorders
9982,22,54615.99,2014-04-01,small molecule,0409010U0,Cabergoline,cabergoline,551.0,18340.0,4.9: Drugs Used In Park'ism/Related Disorders
9983,23,53457.92,2014-05-01,small molecule,0409010U0,Cabergoline,cabergoline,526.0,17840.0,4.9: Drugs Used In Park'ism/Related Disorders
9984,24,52904.57,2014-06-01,small molecule,0409010U0,Cabergoline,cabergoline,519.0,17480.0,4.9: Drugs Used In Park'ism/Related Disorders
9985,25,57545.07,2014-07-01,small molecule,0409010U0,Cabergoline,cabergoline,577.0,19140.0,4.9: Drugs Used In Park'ism/Related Disorders
9986,26,54932.46,2014-08-01,small molecule,0409010U0,Cabergoline,cabergoline,540.0,18180.0,4.9: Drugs Used In Park'ism/Related Disorders
9987,27,56344.93,2014-09-01,small molecule,0409010U0,Cabergoline,cabergoline,543.0,18300.0,4.9: Drugs Used In Park'ism/Related Disorders
9988,28,60728.9,2014-10-01,small molecule,0409010U0,Cabergoline,cabergoline,611.0,19640.0,4.9: Drugs Used In Park'ism/Related Disorders
9989,29,50871.67,2014-11-01,small molecule,0409010U0,Cabergoline,cabergoline,514.0,16500.0,4.9: Drugs Used In Park'ism/Related Disorders
9990,30,57002.88,2014-12-01,small molecule,0409010U0,Cabergoline,cabergoline,566.0,18360.0,4.9: Drugs Used In Park'ism/Related Disorders
9991,31,54303.69,2015-01-01,small molecule,0409010U0,Cabergoline,cabergoline,547.0,17540.0,4.9: Drugs Used In Park'ism/Related Disorders
9992,32,52863.92,2015-02-01,small molecule,0409010U0,Cabergoline,cabergoline,534.0,17040.0,4.9: Drugs Used In Park'ism/Related Disorders
9993,33,58694.12,2015-03-01,small molecule,0409010U0,Cabergoline,cabergoline,567.0,18840.0,4.9: Drugs Used In Park'ism/Related Disorders
9994,34,50613.25,2015-04-01,small molecule,0409010U0,Cabergoline,cabergoline,493.0,16340.0,4.9: Drugs Used In Park'ism/Related Disorders
9995,35,54193.51,2015-05-01,small molecule,0409010U0,Cabergoline,cabergoline,555.0,17480.0,4.9: Drugs Used In Park'ism/Related Disorders
9996,36,55481.26,2015-06-01,small molecule,0409010U0,Cabergoline,cabergoline,559.0,17860.0,4.9: Drugs Used In Park'ism/Related Disorders
9997,37,56061.89,2015-07-01,small molecule,0409010U0,Cabergoline,cabergoline,568.0,18000.0,4.9: Drugs Used In Park'ism/Related Disorders
9998,38,49115.93,2015-08-01,small molecule,0409010U0,Cabergoline,cabergoline,500.0,15780.0,4.9: Drugs Used In Park'ism/Related Disorders
9999,39,52091.55,2015-09-01,small molecule,0409010U0,Cabergoline,cabergoline,517.0,16800.0,4.9: Drugs Used In Park'ism/Related Disorders
10000,40,55109.48,2015-10-01,small molecule,0409010U0,Cabergoline,cabergoline,566.0,17700.0,4.9: Drugs Used In Park'ism/Related Disorders
10001,41,49888.12,2015-11-01,small molecule,0409010U0,Cabergoline,cabergoline,527.0,16100.0,4.9: Drugs Used In Park'ism/Related Disorders
10002,42,52904.33,2015-12-01,small molecule,0409010U0,Cabergoline,cabergoline,559.0,17120.0,4.9: Drugs Used In Park'ism/Related Disorders
10003,43,48842.54,2016-01-01,small molecule,0409010U0,Cabergoline,cabergoline,513.0,15760.0,4.9: Drugs Used In Park'ism/Related Disorders
10004,44,44096.58,2016-02-01,small molecule,0409010U0,Cabergoline,cabergoline,485.0,14280.0,4.9: Drugs Used In Park'ism/Related Disorders
10005,45,49391.93,2016-03-01,small molecule,0409010U0,Cabergoline,cabergoline,532.0,15820.0,4.9: Drugs Used In Park'ism/Related Disorders
10006,46,50996.3,2016-04-01,small molecule,0409010U0,Cabergoline,cabergoline,540.0,16460.0,4.9: Drugs Used In Park'ism/Related Disorders
10007,47,49804.27,2016-05-01,small molecule,0409010U0,Cabergoline,cabergoline,541.0,16080.0,4.9: Drugs Used In Park'ism/Related Disorders
10008,48,48623.23,2016-06-01,small molecule,0409010U0,Cabergoline,cabergoline,521.0,15640.0,4.9: Drugs Used In Park'ism/Related Disorders
10009,49,44458.08,2016-07-01,small molecule,0409010U0,Cabergoline,cabergoline,493.0,14400.0,4.9: Drugs Used In Park'ism/Related Disorders
10010,50,48737.29,2016-08-01,small molecule,0409010U0,Cabergoline,cabergoline,494.0,15660.0,4.9: Drugs Used In Park'ism/Related Disorders
10011,51,49395.12,2016-09-01,small molecule,0409010U0,Cabergoline,cabergoline,530.0,15860.0,4.9: Drugs Used In Park'ism/Related Disorders
10012,52,46482.58,2016-10-01,small molecule,0409010U0,Cabergoline,cabergoline,512.0,14980.0,4.9: Drugs Used In Park'ism/Related Disorders
10013,53,50207.36,2016-11-01,small molecule,0409010U0,Cabergoline,cabergoline,541.0,16100.0,4.9: Drugs Used In Park'ism/Related Disorders
10014,54,48532.57,2016-12-01,small molecule,0409010U0,Cabergoline,cabergoline,540.0,15580.0,4.9: Drugs Used In Park'ism/Related Disorders
10015,55,45527.89313,2017-01-01,small molecule,0409010U0,Cabergoline,cabergoline,504.0,14640.0,4.9: Drugs Used In Park'ism/Related Disorders
10016,56,36749.61096,2017-02-01,small molecule,0409010U0,Cabergoline,cabergoline,437.0,11960.0,4.9: Drugs Used In Park'ism/Related Disorders
10017,57,43889.43621,2017-03-01,small molecule,0409010U0,Cabergoline,cabergoline,480.0,14180.0,4.9: Drugs Used In Park'ism/Related Disorders
10018,58,42604.6951,2017-04-01,small molecule,0409010U0,Cabergoline,cabergoline,449.0,13680.0,4.9: Drugs Used In Park'ism/Related Disorders
10019,59,47638.93877,2017-05-01,small molecule,0409010U0,Cabergoline,cabergoline,507.0,15360.0,4.9: Drugs Used In Park'ism/Related Disorders
10021,1,200584.65,2012-07-01,small molecule,0607010C0,Cabergoline,cabergoline,4380.0,52992.0,6.7: Other Endocrine Drugs
10022,2,194698.89,2012-08-01,small molecule,0607010C0,Cabergoline,cabergoline,4407.0,51784.0,6.7: Other Endocrine Drugs
10023,3,187894.16,2012-09-01,small molecule,0607010C0,Cabergoline,cabergoline,4217.0,50152.0,6.7: Other Endocrine Drugs
10024,4,199752.65,2012-10-01,small molecule,0607010C0,Cabergoline,cabergoline,4488.0,53488.0,6.7: Other Endocrine Drugs
10025,5,193235.23,2012-11-01,small molecule,0607010C0,Cabergoline,cabergoline,4443.0,51924.0,6.7: Other Endocrine Drugs
10026,6,193322.43,2012-12-01,small molecule,0607010C0,Cabergoline,cabergoline,4399.0,52056.0,6.7: Other Endocrine Drugs
10027,7,196939.71,2013-01-01,small molecule,0607010C0,Cabergoline,cabergoline,4467.0,53064.0,6.7: Other Endocrine Drugs
10028,8,183579.32,2013-02-01,small molecule,0607010C0,Cabergoline,cabergoline,4169.0,49536.0,6.7: Other Endocrine Drugs
10029,9,191066.24,2013-03-01,small molecule,0607010C0,Cabergoline,cabergoline,4374.0,51608.0,6.7: Other Endocrine Drugs
10030,10,196026.39,2013-04-01,small molecule,0607010C0,Cabergoline,cabergoline,4442.0,53064.0,6.7: Other Endocrine Drugs
10031,11,202143.75,2013-05-01,small molecule,0607010C0,Cabergoline,cabergoline,4657.0,54832.0,6.7: Other Endocrine Drugs
10032,12,190072.14,2013-06-01,small molecule,0607010C0,Cabergoline,cabergoline,4295.0,51640.0,6.7: Other Endocrine Drugs
10033,13,210318.7,2013-07-01,small molecule,0607010C0,Cabergoline,cabergoline,4691.0,56032.0,6.7: Other Endocrine Drugs
10034,14,199544.06,2013-08-01,small molecule,0607010C0,Cabergoline,cabergoline,4473.0,52752.0,6.7: Other Endocrine Drugs
10035,15,202734.56,2013-09-01,small molecule,0607010C0,Cabergoline,cabergoline,4473.0,53032.0,6.7: Other Endocrine Drugs
10036,16,212813.3,2013-10-01,small molecule,0607010C0,Cabergoline,cabergoline,4611.0,55304.0,6.7: Other Endocrine Drugs
10037,17,202682.73,2013-11-01,small molecule,0607010C0,Cabergoline,cabergoline,4501.0,52400.0,6.7: Other Endocrine Drugs
10038,18,218533.72,2013-12-01,small molecule,0607010C0,Cabergoline,cabergoline,4718.0,56136.0,6.7: Other Endocrine Drugs
10039,19,221169.08,2014-01-01,small molecule,0607010C0,Cabergoline,cabergoline,4728.0,56568.0,6.7: Other Endocrine Drugs
10040,20,204763.4,2014-02-01,small molecule,0607010C0,Cabergoline,cabergoline,4379.0,52184.0,6.7: Other Endocrine Drugs
10041,21,214254.27,2014-03-01,small molecule,0607010C0,Cabergoline,cabergoline,4627.0,54320.0,6.7: Other Endocrine Drugs
10042,22,218644.75,2014-04-01,small molecule,0607010C0,Cabergoline,cabergoline,4634.0,55320.0,6.7: Other Endocrine Drugs
10043,23,227903.86,2014-05-01,small molecule,0607010C0,Cabergoline,cabergoline,4861.0,57512.0,6.7: Other Endocrine Drugs
10044,24,223935.3,2014-06-01,small molecule,0607010C0,Cabergoline,cabergoline,4723.0,56392.0,6.7: Other Endocrine Drugs
10045,25,233831.16,2014-07-01,small molecule,0607010C0,Cabergoline,cabergoline,5006.0,58708.0,6.7: Other Endocrine Drugs
10046,26,216079.44,2014-08-01,small molecule,0607010C0,Cabergoline,cabergoline,4612.0,54184.0,6.7: Other Endocrine Drugs
10047,27,227324.38,2014-09-01,small molecule,0607010C0,Cabergoline,cabergoline,4854.0,56872.0,6.7: Other Endocrine Drugs
10048,28,229193.57,2014-10-01,small molecule,0607010C0,Cabergoline,cabergoline,4866.0,57320.0,6.7: Other Endocrine Drugs
10049,29,216626.47,2014-11-01,small molecule,0607010C0,Cabergoline,cabergoline,4576.0,54232.0,6.7: Other Endocrine Drugs
10050,30,237728.37,2014-12-01,small molecule,0607010C0,Cabergoline,cabergoline,5086.0,59336.0,6.7: Other Endocrine Drugs
10051,31,224274.76,2015-01-01,small molecule,0607010C0,Cabergoline,cabergoline,4798.0,56020.0,6.7: Other Endocrine Drugs
10052,32,208188.3,2015-02-01,small molecule,0607010C0,Cabergoline,cabergoline,4480.0,51848.0,6.7: Other Endocrine Drugs
10053,33,231997.11,2015-03-01,small molecule,0607010C0,Cabergoline,cabergoline,5030.0,57728.0,6.7: Other Endocrine Drugs
10054,34,220147.94,2015-04-01,small molecule,0607010C0,Cabergoline,cabergoline,4823.0,54744.0,6.7: Other Endocrine Drugs
10055,35,222682.9,2015-05-01,small molecule,0607010C0,Cabergoline,cabergoline,4814.0,55408.0,6.7: Other Endocrine Drugs
10056,36,235960.38,2015-06-01,small molecule,0607010C0,Cabergoline,cabergoline,5055.0,58632.0,6.7: Other Endocrine Drugs
10057,37,243918.17,2015-07-01,small molecule,0607010C0,Cabergoline,cabergoline,5278.0,60640.0,6.7: Other Endocrine Drugs
10058,38,215778.71,2015-08-01,small molecule,0607010C0,Cabergoline,cabergoline,4667.0,53632.0,6.7: Other Endocrine Drugs
10059,39,226370.82,2015-09-01,small molecule,0607010C0,Cabergoline,cabergoline,4985.0,56216.0,6.7: Other Endocrine Drugs
10060,40,241679.8,2015-10-01,small molecule,0607010C0,Cabergoline,cabergoline,5168.0,60024.0,6.7: Other Endocrine Drugs
10061,41,226140.13,2015-11-01,small molecule,0607010C0,Cabergoline,cabergoline,4901.0,56248.0,6.7: Other Endocrine Drugs
10062,42,246568.34,2015-12-01,small molecule,0607010C0,Cabergoline,cabergoline,5414.0,61264.0,6.7: Other Endocrine Drugs
10063,43,224754.33,2016-01-01,small molecule,0607010C0,Cabergoline,cabergoline,4900.0,55880.0,6.7: Other Endocrine Drugs
10064,44,218760.02,2016-02-01,small molecule,0607010C0,Cabergoline,cabergoline,4853.0,54256.0,6.7: Other Endocrine Drugs
10065,45,237783.0,2016-03-01,small molecule,0607010C0,Cabergoline,cabergoline,5102.0,58976.0,6.7: Other Endocrine Drugs
10066,46,235152.91,2016-04-01,small molecule,0607010C0,Cabergoline,cabergoline,5181.0,58320.0,6.7: Other Endocrine Drugs
10067,47,230125.91,2016-05-01,small molecule,0607010C0,Cabergoline,cabergoline,5056.0,57096.0,6.7: Other Endocrine Drugs
10068,48,234135.19,2016-06-01,small molecule,0607010C0,Cabergoline,cabergoline,5102.0,58088.0,6.7: Other Endocrine Drugs
10069,49,241326.63,2016-07-01,small molecule,0607010C0,Cabergoline,cabergoline,5285.0,59816.0,6.7: Other Endocrine Drugs
10070,50,230524.86,2016-08-01,small molecule,0607010C0,Cabergoline,cabergoline,5101.0,57128.0,6.7: Other Endocrine Drugs
10071,51,244045.37,2016-09-01,small molecule,0607010C0,Cabergoline,cabergoline,5251.0,60472.0,6.7: Other Endocrine Drugs
10072,52,226985.12,2016-10-01,small molecule,0607010C0,Cabergoline,cabergoline,5082.0,56264.0,6.7: Other Endocrine Drugs
10073,53,246553.6,2016-11-01,small molecule,0607010C0,Cabergoline,cabergoline,5318.0,61168.0,6.7: Other Endocrine Drugs
10074,54,244883.8,2016-12-01,small molecule,0607010C0,Cabergoline,cabergoline,5319.0,60696.0,6.7: Other Endocrine Drugs
10075,55,241883.36282,2017-01-01,small molecule,0607010C0,Cabergoline,cabergoline,5287.0,59992.0,6.7: Other Endocrine Drugs
10076,56,229049.6322,2017-02-01,small molecule,0607010C0,Cabergoline,cabergoline,4952.0,56704.0,6.7: Other Endocrine Drugs
10077,57,258002.23205,2017-03-01,small molecule,0607010C0,Cabergoline,cabergoline,5685.0,63904.0,6.7: Other Endocrine Drugs
10078,58,225048.33463,2017-04-01,small molecule,0607010C0,Cabergoline,cabergoline,4946.0,55816.0,6.7: Other Endocrine Drugs
10079,59,252547.43216,2017-05-01,small molecule,0607010C0,Cabergoline,cabergoline,5546.0,62520.0,6.7: Other Endocrine Drugs
10081,1,18.94,2012-07-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,6.0,344.0,4.7: Analgesics
10082,2,40.85,2012-08-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,11.0,748.0,4.7: Analgesics
10083,3,37.09,2012-09-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,701.0,4.7: Analgesics
10084,4,33.89,2012-10-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,8.0,664.0,4.7: Analgesics
10085,5,35.09,2012-11-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,668.0,4.7: Analgesics
10086,6,21.01,2012-12-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,7.0,412.0,4.7: Analgesics
10087,7,42.66,2013-01-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,12.0,812.0,4.7: Analgesics
10088,8,23.87,2013-02-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,8.0,444.0,4.7: Analgesics
10089,9,30.59,2013-03-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,7.0,564.0,4.7: Analgesics
10090,10,31.81,2013-04-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,8.0,571.0,4.7: Analgesics
10091,11,28.6,2013-05-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,9.0,560.0,4.7: Analgesics
10092,12,40.17,2013-06-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,716.0,4.7: Analgesics
10093,13,14.81,2013-07-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,4.0,290.0,4.7: Analgesics
10094,14,45.09,2013-08-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,792.0,4.7: Analgesics
10095,15,45.51,2013-09-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,11.0,820.0,4.7: Analgesics
10096,16,41.48,2013-10-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,712.0,4.7: Analgesics
10097,17,34.31,2013-11-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,9.0,672.0,4.7: Analgesics
10098,18,40.25,2013-12-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,670.0,4.7: Analgesics
10099,19,32.48,2014-01-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,9.0,588.0,4.7: Analgesics
10100,20,61.19,2014-02-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,1028.0,4.7: Analgesics
10101,21,34.65,2014-03-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,581.0,4.7: Analgesics
10102,22,45.94,2014-04-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,728.0,4.7: Analgesics
10103,23,26.79,2014-05-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,5.0,400.0,4.7: Analgesics
10104,24,32.16,2014-06-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,8.0,548.0,4.7: Analgesics
10105,25,27.44,2014-07-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,9.0,460.0,4.7: Analgesics
10106,26,21.03,2014-08-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,5.0,316.0,4.7: Analgesics
10107,27,57.46,2014-09-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,10.0,972.0,4.7: Analgesics
10108,28,18.65,2014-10-01,small molecule,0407010AA,Aspirin & Caffeine,caffeine,4.0,280.0,4.7: Analgesics
