,helm_notation,molecule_chembl_id
2471,PEPTIDE1{[ac].Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I}$$$$,CHEMBL404988
2472,PEPTIDE1{[X2318].[X1183].[X863].[am]}$$$$,CHEMBL89378
2473,PEPTIDE1{N.N.L.L.R.A.I.E.A.Q.Q.H.L.L.Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I.L.A.V.E.R.Y.L.K.D.Q}$$$$,CHEMBL266966
2474,"PEPTIDE1{P.[dF].P.[dW].[dL].P.[dalloI]}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$",CHEMBL88570
2475,PEPTIDE1{[ac].I.E.A.Q.Q.H.L.L.Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I.L.A.V.E}$$$$,CHEMBL267644
2476,PEPTIDE1{[X2318].[X845].[X863].[am]}$$$$,CHEMBL90649
2477,PEPTIDE1{[X2318].[X2319].[X863].[am]}$$$$,CHEMBL327549
2478,PEPTIDE1{[ac].Y.V.A.[D_Me]}$$$$,CHEMBL90879
2479,PEPTIDE1{[X265].[X2467].[X265].[am]}$$$$,CHEMBL91890
2480,PEPTIDE1{C.[meV].[Tic].M}$$$$,CHEMBL315244
2481,"PEPTIDE1{[X518].[Tic].[M_OMe]}|PEPTIDE2{[X518].[Tic].[M_OMe]}$PEPTIDE2,PEPTIDE1,1:R3-1:R3$$$",CHEMBL420801
2482,"PEPTIDE1{[X518].[Tic].M}|PEPTIDE2{[X518].[Tic].M}$PEPTIDE2,PEPTIDE1,1:R3-1:R3$$$",CHEMBL89836
2483,PEPTIDE1{[X2183].[Tic].[M_OMe]}$$$$,CHEMBL90676
2484,PEPTIDE1{[ac].Y.V.A.[X697]}$$$$,CHEMBL92442
2485,PEPTIDE1{[ac].C.E.A.Q.Q.H.L.L.Q.L.T.V.W.G.[dC]}$$$$,CHEMBL409781
2486,PEPTIDE1{[ac].N.N.L.A.R.A.I.E.A.Q.A.H.L.L.Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I.L.A.V.E.R.Y.L.K.D.Q}$$$$,CHEMBL262547
2487,PEPTIDE1{Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I}$$$$,CHEMBL414733
2488,PEPTIDE1{[ac].N.N.L.L.R.A.I.E.A.Q.Q.A.L.L.A.A.T.V.A.G.I.A.A.L.Q.A.R.I.A.A.V.E.A.Y.L.A.A.Q}$$$$,CHEMBL427796
2489,PEPTIDE1{N.N.L.L.R.A.I.E.A.Q.Q.H.L.L.Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I.L.A.V.E}$$$$,CHEMBL266897
2490,PEPTIDE1{[X863].[X2467].[X265].[am]}$$$$,CHEMBL90588
2491,PEPTIDE1{[X863].[X2467].[X2467].[am]}$$$$,CHEMBL92379
2492,PEPTIDE1{[X863].[X2416].[X265].[am]}$$$$,CHEMBL92380
2493,"PEPTIDE1{P.F.[dW].K.T.F}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$",CHEMBL421362
2494,PEPTIDE1{[ac].N.N.L.L.R.A.I.E.A.Q.Q.H.L.L.Q.L.T.V.W.G.I.A.A.L.Q.A.R.I.A.A.V.E.A.Y.L.A.A.Q}$$$$,CHEMBL266789
2495,PEPTIDE1{[X518].[Tic].M}$$$$,CHEMBL329665
2496,PEPTIDE1{[X2183].[Tic].M}$$$$,CHEMBL328068
2497,PEPTIDE1{[X518].[Tic].[M_OMe]}$$$$,CHEMBL330514
2498,PEPTIDE1{[ac].C.G.G.N.N.L.L.R.A.I.E.A.Q.Q.H.L.L.Q.L.T.V.W.G.I.K.Q}$$$$,CHEMBL437273
2499,PEPTIDE1{[ac].Q.H.L.L.Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I.L.A.V.E}$$$$,CHEMBL406079
2500,PEPTIDE1{L.Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I}$$$$,CHEMBL262833
2501,PEPTIDE1{[X271].F.M}$$$$,CHEMBL327674
2502,PEPTIDE1{[ac].C.G.G.I.E.A.Q.Q.H.L.L.Q.L.T.V.W.[X2133].K.Q}$$$$,CHEMBL413372
2503,PEPTIDE1{[ac].Y.V.A.[X1469]}$$$$,CHEMBL313999
2504,PEPTIDE1{I.K.Q.L.Q.A.R.I.L.A.V.E.R.Y.L.K.D.Q}$$$$,CHEMBL415791
2505,PEPTIDE1{[ac].I.E.A.Q.Q.L.L.Q.L.T.V.W.G.I.K.Q.L.Q.A.R.I.L.A.V.E.R.Y.L.K.D.Q}$$$$,CHEMBL269378
2506,PEPTIDE1{[ac].Y.V.A.[X1156]}$$$$,CHEMBL330721
2507,PEPTIDE1{[ac].Y.V.A.[X1414]}$$$$,CHEMBL91002
2508,PEPTIDE1{[X52].G.G.F.[Nva].R.R.I.R.P.K.[am]}$$$$,CHEMBL405509
2509,PEPTIDE1{[X1419].L.[X116]}$$$$,CHEMBL90224
2510,PEPTIDE1{Y.[dP].G.F.L.R.R.I.R.[dP].K.[am]}$$$$,CHEMBL405097
2511,PEPTIDE1{Y.P.G.F.L.R.R.I.R.[dP].K.[am]}$$$$,CHEMBL269377
2512,PEPTIDE1{Y.G.[dP].F.L.R.R.I.R.[dP].K.[am]}$$$$,CHEMBL407389
2513,PEPTIDE1{Y.G.P.F.L.R.R.I.R.[dP].K.[am]}$$$$,CHEMBL413729
2514,PEPTIDE1{V.E.S.S.K}$$$$,CHEMBL90807
2515,PEPTIDE1{D.W.[dW].V.[dW].[dW].R}$$$$,CHEMBL216897
2516,PEPTIDE1{D.[dW].[dW].V.[dW].[dW].R}$$$$,CHEMBL263985
2517,PEPTIDE1{P.G.F.S.P}$$$$,CHEMBL90816
2518,PEPTIDE1{V.E.W.V.K}$$$$,CHEMBL330229
2519,PEPTIDE1{R.K.W.A.P}$$$$,CHEMBL329838
2520,PEPTIDE1{V.E.L.A.K}$$$$,CHEMBL91161
2521,PEPTIDE1{V.A.A.W.K}$$$$,CHEMBL419688
2522,PEPTIDE1{D.Y.[dW].V.[dW].L.R}$$$$,CHEMBL263997
2523,PEPTIDE1{D.[dY].[dW].[dV].G.[dW].[dR]}$$$$,CHEMBL266526
2524,PEPTIDE1{E.K.W.A.P}$$$$,CHEMBL327401
2525,PEPTIDE1{D.S.[dW].V.[dW].[dW].M}$$$$,CHEMBL441181
2526,"PEPTIDE1{[Glp].E.D.C.K}|PEPTIDE2{[Glp].E.D.C.K}$PEPTIDE2,PEPTIDE1,4:R3-4:R3$$$",CHEMBL266437
2527,PEPTIDE1{V.E.G.G.K}$$$$,CHEMBL328746
2528,PEPTIDE1{V.E.S.A.K}$$$$,CHEMBL91611
2529,PEPTIDE1{D.Y.F.[dW].G.L.M}$$$$,CHEMBL329888
2530,PEPTIDE1{L.E.A.A.K}$$$$,CHEMBL91673
2531,PEPTIDE1{G.E.A.A.K}$$$$,CHEMBL90067
2532,PEPTIDE1{D.Y.[dW].V.[dW].[dW].M}$$$$,CHEMBL387199
2533,PEPTIDE1{D.Y.[dW].V.[dW].[dW].Y}$$$$,CHEMBL412621
2534,PEPTIDE1{V.K.A.A.K}$$$$,CHEMBL327203
2535,PEPTIDE1{V.E.A.A.K}$$$$,CHEMBL92588
2536,PEPTIDE1{V.E.A.S.K}$$$$,CHEMBL94120
2537,PEPTIDE1{D.[dW].F.[dW].G.L.M}$$$$,CHEMBL327457
2538,PEPTIDE1{D.Y.[dW].V.[dW].[dW].R}$$$$,CHEMBL429340
2539,PEPTIDE1{D.Y.P.V.W.W.R}$$$$,CHEMBL263743
2540,PEPTIDE1{D.Y.[dW].V.G.[dW].R}$$$$,CHEMBL438716
2541,PEPTIDE1{[X2184].E.E.I.E}$$$$,CHEMBL90976
2542,PEPTIDE1{[ac].[X1805].E.E.I.E}$$$$,CHEMBL328907
2543,PEPTIDE1{[ac].Y.A.E.I.E}$$$$,CHEMBL90294
2544,PEPTIDE1{D.Y.[dW].V.[dW].[dW].L}$$$$,CHEMBL385603
2545,PEPTIDE1{D.Y.[dW].V.[dW].[dW].E}$$$$,CHEMBL412830
2546,PEPTIDE1{Q.Y.[dW].V.[dW].[dW].F}$$$$,CHEMBL268563
2547,PEPTIDE1{V.E.W.A.K}$$$$,CHEMBL91519
2548,PEPTIDE1{V.A.A.A.K}$$$$,CHEMBL91739
2549,PEPTIDE1{V.E.H.A.K}$$$$,CHEMBL328328
2550,PEPTIDE1{V.E.A.A.P}$$$$,CHEMBL327571
2551,PEPTIDE1{D.Y.[dW].V.[dW].[dW].[dW]}$$$$,CHEMBL439287
2552,PEPTIDE1{D.K.[dW].V.[dW].[dW].K}$$$$,CHEMBL262647
2553,PEPTIDE1{D.Y.[dW].A.[dW].[dW].K}$$$$,CHEMBL385914
2554,PEPTIDE1{D.Y.[dW].V.[dW].[dW].G}$$$$,CHEMBL267409
2555,PEPTIDE1{A.A.Y.A.A}$$$$,CHEMBL316075
2556,PEPTIDE1{A.A.A.A.A}$$$$,CHEMBL328980
2557,PEPTIDE1{V.E.F.A.K}$$$$,CHEMBL419317
2558,PEPTIDE1{F.E.A.A.K}$$$$,CHEMBL90036
2559,PEPTIDE1{D.Y.[dW].V.[dW].[dW].F}$$$$,CHEMBL412189
2560,PEPTIDE1{[X2506].E.E.I.E}$$$$,CHEMBL432649
2561,PEPTIDE1{D.Y.Y.V.Y.Y.R}$$$$,CHEMBL413730
2562,PEPTIDE1{N.Y.[dW].V.[dW].[dW].R}$$$$,CHEMBL407328
2563,PEPTIDE1{D.Y.W.V.[dW].[dW].R}$$$$,CHEMBL217365
2564,PEPTIDE1{[ac].Y.E.E.I.E}$$$$,CHEMBL329886
2565,PEPTIDE1{D.[dY].[dW].[dV].[dW].[dW].[dR]}$$$$,CHEMBL406487
2566,PEPTIDE1{V.K.W.A.P}$$$$,CHEMBL327463
2567,PEPTIDE1{V.W.A.A.K}$$$$,CHEMBL92323
2568,PEPTIDE1{P.H.P.F.H.F.F.I.H}$$$$,CHEMBL406091
2569,PEPTIDE1{V.K.W.A.A}$$$$,CHEMBL328078
2570,PEPTIDE1{F.S.P.F.R}$$$$,CHEMBL92785
2571,PEPTIDE1{V.A.W.A.K}$$$$,CHEMBL92858
2572,PEPTIDE1{V.A.W.A.A}$$$$,CHEMBL329624
2573,PEPTIDE1{A.A.W.A.A}$$$$,CHEMBL91589
2574,"PEPTIDE1{A.G.[dC].[dK].N.[dF].F.W.K.[dalloT].F.[dalloT].S.C}$PEPTIDE1,PEPTIDE1,14:R3-3:R3$$$",CHEMBL415495
2575,PEPTIDE1{[X2151].[X114].[Hyp]}$$$$,CHEMBL329372
2576,PEPTIDE1{H.P.F.H.L.L.V.Y}$$$$,CHEMBL276723
2577,PEPTIDE1{[X52].G.G.F.L.R.R.I.R.P.K}$$$$,CHEMBL268818
2578,PEPTIDE1{[X1449].G.G.F.L.R.R.I.R.P.K}$$$$,CHEMBL406893
2579,PEPTIDE1{[X212].G.G.F.L.R.R.I.R.P.K}$$$$,CHEMBL267215
2580,PEPTIDE1{H.P.F.H.L.V.I.H}$$$$,CHEMBL267586
2581,PEPTIDE1{[ac].D.[dD].I.V.[dP].C}$$$$,CHEMBL93005
2582,PEPTIDE1{[X2151].[X114].Y}$$$$,CHEMBL329894
2583,PEPTIDE1{[X10].G.G.F.L.R.R.I.R.P.K}$$$$,CHEMBL406338
2584,PEPTIDE1{[X411].G.G.F.L.R.R.I.R.P.K}$$$$,CHEMBL442323
2585,PEPTIDE1{[X260].G.G.F.L.R.R.I.R.P.K}$$$$,CHEMBL266782
2586,"PEPTIDE1{[Sar].R.V.Y.[dC].[dH].[X1986].F}$PEPTIDE1,PEPTIDE1,7:R3-5:R3$$$",CHEMBL412864
2587,PEPTIDE1{[Sar].R.V.[dY].[dP].H.[dP].F}$$$$,CHEMBL414918
2588,PEPTIDE1{Y.G.G.F.L.R.R.I.R.P.K}$$$$,CHEMBL438223
2589,PEPTIDE1{[Sar].R.V.Y.V.H.[dP].F}$$$$,CHEMBL266899
2590,"PEPTIDE1{[Sar].R.V.Y.[dHcy].[dH].[X1961].F}$PEPTIDE1,PEPTIDE1,7:R3-5:R3$$$",CHEMBL415025
2591,"PEPTIDE1{[Sar].R.V.Y.[dHcy].[dH].[X1986].F}$PEPTIDE1,PEPTIDE1,7:R3-5:R3$$$",CHEMBL216678
2592,"PEPTIDE1{[Sar].R.V.Y.[dC].[dH].[dPen].F}$PEPTIDE1,PEPTIDE1,7:R3-5:R3$$$",CHEMBL405938
2593,"PEPTIDE1{[Sar].R.V.Y.[dC].[dH].[X1961].F}$PEPTIDE1,PEPTIDE1,7:R3-5:R3$$$",CHEMBL406170
2594,PEPTIDE1{[X469].[Tic].M}$$$$,CHEMBL90471
2595,PEPTIDE1{[X271].[Tic].M}$$$$,CHEMBL328773
2596,"PEPTIDE1{[ac].[Nle].D.H.F.R}|PEPTIDE2{[X2166].[dK].[am]}$PEPTIDE1,PEPTIDE2,6:R2-1:R1|PEPTIDE2,PEPTIDE1,2:R3-3:R3$$$",CHEMBL320459
2597,PEPTIDE1{Y.[dP].W.F.[am]}$$$$,CHEMBL329996
2598,PEPTIDE1{[ac].S.Y.S.M.E.H.[dF].R.W.G.K.P.V.[am]}$$$$,CHEMBL263948
2599,"PEPTIDE1{[ac].[Nle].D.H.F.R}|PEPTIDE2{[X2440].[dK].[am]}$PEPTIDE1,PEPTIDE2,6:R2-1:R1|PEPTIDE2,PEPTIDE1,2:R3-3:R3$$$",CHEMBL319752
2600,PEPTIDE1{K.R.G.G.G.S.P.F}$$$$,CHEMBL406554
2601,PEPTIDE1{K.R.G.[X16].G.S.P.F}$$$$,CHEMBL431264
2602,PEPTIDE1{K.R.G.[X473].G.S.P.F}$$$$,CHEMBL329578
2603,PEPTIDE1{[Cbz_dF].[dP].[dL].[dA]}$$$$,CHEMBL91805
2604,PEPTIDE1{K.R.[X121].S.P.F}$$$$,CHEMBL96398
2605,PEPTIDE1{K.R.G.[X1373].G.S.P.F}$$$$,CHEMBL96119
2606,PEPTIDE1{K.R.G.[X121].G.S.P.F}$$$$,CHEMBL313869
2607,PEPTIDE1{[Boc_W].[Nle].D.[am]}$$$$,CHEMBL262692
2608,PEPTIDE1{[Boc_W].A.D.[am]}$$$$,CHEMBL94615
2609,PEPTIDE1{K.R.G.[X1].G.S.P.F}$$$$,CHEMBL318524
2610,PEPTIDE1{[Boc_W].L.[dD].[am]}$$$$,CHEMBL330142
2611,PEPTIDE1{[Boc_W].L.D}$$$$,CHEMBL318221
2612,PEPTIDE1{[ac].W.A.[Aib].[Aib].L.[Aib].Q.[Aib].[Aib].[Aib].Q.L.[Aib].Q}$$$$,CHEMBL442311
2613,PEPTIDE1{[Boc_W].L.A.[am]}$$$$,CHEMBL329524
2614,PEPTIDE1{[Boc_W].L.E.[am]}$$$$,CHEMBL96681
2615,PEPTIDE1{R.P.K.[dP].[dQ].[dQ].F.F.G.L.M}$$$$,CHEMBL262227
2616,PEPTIDE1{R.[dP].K.P.[dQ].Q.F.F.G.[dL].M}$$$$,CHEMBL216230
2617,PEPTIDE1{R.P.K.P.Q.Q.[dF].F.G.[dL].M}$$$$,CHEMBL261998
2618,PEPTIDE1{R.P.[dK].P.[dQ].Q.[dF].F.G.L.M}$$$$,CHEMBL438090
2619,PEPTIDE1{[dR].[dP].[dK].[dP].Q.[dQ].F.F.G.[dL].M}$$$$,CHEMBL437244
2620,PEPTIDE1{[Boc_W].F.D.[am]}$$$$,CHEMBL91765
2621,PEPTIDE1{[Boc_W].G.D.[am]}$$$$,CHEMBL328055
2622,PEPTIDE1{[Boc_A].W.M.D.[am]}$$$$,CHEMBL328512
2623,PEPTIDE1{[Cbz_W].L.D.[am]}$$$$,CHEMBL94917
2624,PEPTIDE1{[Boc_W].P.D.[am]}$$$$,CHEMBL95063
2625,PEPTIDE1{[ac].W.A.[Aib].[Aib].L.[Aib].Q.[Aib].[Aib].[Aib].Q.L.[Aib].Q.L}$$$$,CHEMBL410346
2626,PEPTIDE1{[ac].W.A.[Aib].[Aib].L.[Aib].Q.[Aib].[Aib].[Aib].Q.L.[Aib].Q.L.[am]}$$$$,CHEMBL410395
2627,PEPTIDE1{[Boc_A].W.[Nle].D.[am]}$$$$,CHEMBL91752
2628,PEPTIDE1{[Boc_A].W.L.D.[am]}$$$$,CHEMBL96946
2629,PEPTIDE1{[Boc_A].W.L.N}$$$$,CHEMBL94448
2630,PEPTIDE1{[Boc_W].L.N}$$$$,CHEMBL94902
2631,PEPTIDE1{[dR].[dP].K.[dP].Q.Q.[dF].[dF].G.[dL].M}$$$$,CHEMBL411543
2632,PEPTIDE1{R.[dP].[dK].P.Q.[dQ].[dF].[dF].G.[dL].M}$$$$,CHEMBL407230
2633,PEPTIDE1{[dR].P.[dK].[dP].[dQ].Q.[dF].[dF].G.L.M}$$$$,CHEMBL407543
2634,PEPTIDE1{R.[dP].K.P.[dQ].[dQ].[dF].[dF].G.[dL].M}$$$$,CHEMBL411746
2635,PEPTIDE1{[dR].P.K.P.[dQ].Q.[dF].[dF].G.[dL].M}$$$$,CHEMBL408830
2636,PEPTIDE1{[dR].P.[dK].[dP].[dQ].Q.[dF].F.G.L.M}$$$$,CHEMBL216898
2637,PEPTIDE1{[dR].[dP].[dK].[dP].Q.Q.F.F.G.[dL].M}$$$$,CHEMBL264126
2638,PEPTIDE1{R.P.[dK].[dP].Q.Q.[dF].[dF].G.[dL].M}$$$$,CHEMBL415122
2639,PEPTIDE1{R.P.[dK].P.[dQ].Q.[dF].F.G.[dL].M}$$$$,CHEMBL437712
2640,PEPTIDE1{R.[dP].[dK].P.Q.[dQ].F.[dF].G.L.M}$$$$,CHEMBL267624
2641,PEPTIDE1{[dR].P.[dK].P.Q.Q.[dF].F.G.[dL].M}$$$$,CHEMBL264011
2642,PEPTIDE1{[dR].[dP].[dK].P.Q.[dQ].F.F.G.L.M}$$$$,CHEMBL407223
2643,PEPTIDE1{R.P.[dK].[dP].Q.Q.[dF].[dF].G.L.M}$$$$,CHEMBL405968
2644,PEPTIDE1{R.[dP].K.P.Q.Q.[dF].F.G.L.M}$$$$,CHEMBL262028
2645,PEPTIDE1{[dR].P.K.P.[dQ].Q.F.[dF].G.L.M}$$$$,CHEMBL269028
2646,PEPTIDE1{[ac].[X613].[dF].R.W.[am]}$$$$,CHEMBL431092
2647,PEPTIDE1{[ac].[Thi].[dF].R.W.[am]}$$$$,CHEMBL330561
2648,PEPTIDE1{[ac].D.[X96].[Nle].G.W.[Nle].D.F.[am]}$$$$,CHEMBL409529
2649,PEPTIDE1{[ac].D.[X96].[Nle].[Sar].W.[Nle].D.F.[am]}$$$$,CHEMBL386682
2650,PEPTIDE1{[ac].[dF].[dF].R.W.[am]}$$$$,CHEMBL329847
2651,PEPTIDE1{[ac].[dH].[dF].R.W.[am]}$$$$,CHEMBL94391
2652,PEPTIDE1{[ac].[4-Pal].[dF].R.W.[am]}$$$$,CHEMBL317968
2653,PEPTIDE1{[ac].[3-Pal].[dF].R.W.[am]}$$$$,CHEMBL317969
2654,PEPTIDE1{[ac].[dTic].[dF].R.W.[am]}$$$$,CHEMBL275303
2655,PEPTIDE1{[ac].P.[dF].R.W.[am]}$$$$,CHEMBL320157
2656,PEPTIDE1{[ac].[X28].[Orn].D.I.I.W}$$$$,CHEMBL94983
2657,PEPTIDE1{[ac].[X28].E.D.I.I.W}$$$$,CHEMBL97470
2658,PEPTIDE1{[Cbz_L].F.[X2125]}$$$$,CHEMBL97601
2659,PEPTIDE1{[Cbz_L].F.[X2466]}$$$$,CHEMBL97497
2660,PEPTIDE1{[Cbz_L].F.[X2685]}$$$$,CHEMBL327370
2661,PEPTIDE1{[Cha].G.G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL406905
2662,PEPTIDE1{[X955].G.F.T.G.A.R.K.S.A.R.K.L.A.N.Q.[am]}$$$$,CHEMBL414767
2663,PEPTIDE1{[ac].F.[dF].R.W.[am]}$$$$,CHEMBL327479
2664,PEPTIDE1{[ac].D.[X535].[Nle].G.W.[Nle].D.F.[am]}$$$$,CHEMBL414592
2665,PEPTIDE1{[ac].D.[X96].[Nle].G.W.[Nle].D.[meF].[am]}$$$$,CHEMBL217609
2666,PEPTIDE1{[ac].D.[X96].[Nle].G.[meW].[Nle].D.F.[am]}$$$$,CHEMBL269185
2667,PEPTIDE1{[X955].G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL410396
2668,PEPTIDE1{[Phe(4-Me)].G.G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL413178
2669,PEPTIDE1{[X1450].L.D.I.I.W}$$$$,CHEMBL407933
2670,PEPTIDE1{[ac].D.[X96].[Nle].G.W.[Nle].[meD].F.[am]}$$$$,CHEMBL217236
2671,PEPTIDE1{[ac].D.[X96].[Nle].G.W.[meNle].D.F.[am]}$$$$,CHEMBL266839
2672,PEPTIDE1{[Cbz_L].F.[X2694]}$$$$,CHEMBL96975
2673,PEPTIDE1{[ac].[Nal].[dF].R.W.[am]}$$$$,CHEMBL94369
2674,PEPTIDE1{[Cbz_L].F.[X2326]}$$$$,CHEMBL328212
2675,PEPTIDE1{[ac].[dW].[dF].R.W.[am]}$$$$,CHEMBL432027
2676,PEPTIDE1{[ac].W.[dF].R.W.[am]}$$$$,CHEMBL432201
2677,PEPTIDE1{[X468].L.D.I.I.W}$$$$,CHEMBL96822
2678,PEPTIDE1{[ac].F.L.F.I.I.W}$$$$,CHEMBL421190
2679,PEPTIDE1{[ac].[Tic].[dF].R.W.[am]}$$$$,CHEMBL96871
2680,PEPTIDE1{[ac].[dNal].[dF].R.W.[am]}$$$$,CHEMBL329490
2681,PEPTIDE1{[X28].L.D.I.I.W}$$$$,CHEMBL319537
2682,PEPTIDE1{[ac].A.[dF].R.W.[am]}$$$$,CHEMBL330233
2683,PEPTIDE1{Y.G.G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL429363
2684,PEPTIDE1{[X8].G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL407461
2685,PEPTIDE1{[Cbz_L].F.[X2529]}$$$$,CHEMBL96185
2686,PEPTIDE1{[X955].G.F.T.G.A.R.K.[am]}$$$$,CHEMBL317625
2687,PEPTIDE1{[X19].G.G.F.T.G.A.R.K.[am]}$$$$,CHEMBL96240
2688,PEPTIDE1{[Cbz_L].F.[X1045]}$$$$,CHEMBL97090
2689,PEPTIDE1{[ac].[dW].L.R.I.I.W}$$$$,CHEMBL317341
2690,PEPTIDE1{[ac].[X28].L.D.I.F.W}$$$$,CHEMBL405709
2691,PEPTIDE1{[ac].[X28].L.D.I.K.W}$$$$,CHEMBL431433
2692,PEPTIDE1{[X19].G.G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL406946
2693,PEPTIDE1{[X19].G.G.F.T.G.A.R.K.S.A.R.K.L.A.N.Q.[am]}$$$$,CHEMBL411621
2694,PEPTIDE1{[X837].L.D.I.I.W}$$$$,CHEMBL433406
2695,PEPTIDE1{[dW].L.D.I.I.W}$$$$,CHEMBL329946
2696,PEPTIDE1{[X978].G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL414792
2697,PEPTIDE1{[X955].G.F.T.G.A.R.K.S.A.R.[am]}$$$$,CHEMBL263859
2698,PEPTIDE1{[X71].G.G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL412606
2699,PEPTIDE1{[X19].G.G.F.T.G.A.R.K.S.A.R.[am]}$$$$,CHEMBL428167
2700,PEPTIDE1{F.G.G.F.T.G.A.R.K.S.A.R.[am]}$$$$,CHEMBL413516
2701,"PEPTIDE1{[dalloI].[dW].[dW].L.[dD].I}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$",CHEMBL329695
2702,PEPTIDE1{[ac].F.F.D.I.I.W}$$$$,CHEMBL317099
2703,PEPTIDE1{[X311].L.D.I.I.W}$$$$,CHEMBL269428
2704,PEPTIDE1{[ac].[X28].L.Y.I.I.W}$$$$,CHEMBL384728
2705,PEPTIDE1{[ac].[X28].L.D.A.I.W}$$$$,CHEMBL94907
2706,"PEPTIDE1{[dalloI].W.[dF].L.[dD].I}$PEPTIDE1,PEPTIDE1,6:R2-1:R1$$$",CHEMBL94730
2707,PEPTIDE1{[ac].[X28].L.D.I.I.W.[am]}$$$$,CHEMBL329609
2708,PEPTIDE1{[X384].L.D.I.I.W}$$$$,CHEMBL327590
2709,PEPTIDE1{[ac].[X28].L.D.[Cha].I.W}$$$$,CHEMBL263295
2710,PEPTIDE1{[ac].[X28].L.D.V.I.W}$$$$,CHEMBL319660
2711,PEPTIDE1{[ac].[X28].L.D.Y.I.W}$$$$,CHEMBL385492
2712,PEPTIDE1{[ac].[X28].L.D.F.I.W}$$$$,CHEMBL265116
2713,PEPTIDE1{[ac].[X28].L.D.I.E.W}$$$$,CHEMBL329170
2714,PEPTIDE1{[X538].G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL407671
2715,PEPTIDE1{[X528].G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL414963
2716,PEPTIDE1{[ac].[X28].[dF].D.I.I.W}$$$$,CHEMBL411797
2717,PEPTIDE1{[X439].G.G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL425456
2718,PEPTIDE1{[X1258].G.G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL438234
2719,PEPTIDE1{[X1122].G.G.F.T.G.A.R.K.S.A.R.K.[am]}$$$$,CHEMBL411168
2720,PEPTIDE1{[ac].[X28].L.D.I.L.W}$$$$,CHEMBL97431
2721,PEPTIDE1{A.R.Y.Y.S.A.L.R.H.Y.I.N.L.I.T.R.Q.R.Y.[am]}$$$$,CHEMBL409167
2722,PEPTIDE1{Y.P.S.K.P.D.N.P.G.D.D.A.P.A.E.D.M.A.R.Y.Y.S.A.L.R.H.Y.I.N.L.I.T.R.Q.R.Y.[am]}$$$$,CHEMBL437091
2723,PEPTIDE1{A.R.Y.Y.S.A.L.R.H.Y.I.N.L.I.T.R.Q.R.Y.Y}$$$$,CHEMBL412075
2724,PEPTIDE1{[ac].[X28].L.D.I.V.W}$$$$,CHEMBL330144
2725,PEPTIDE1{[ac].[X28].L.F.I.I.W}$$$$,CHEMBL216082
2726,PEPTIDE1{[ac].[X28].L.E.I.I.W}$$$$,CHEMBL433349
2727,PEPTIDE1{[ac].[X28].L.D.K.I.W}$$$$,CHEMBL94525
2728,PEPTIDE1{[ac].[X28].L.D.E.I.W}$$$$,CHEMBL318020
2729,PEPTIDE1{[ac].[X28].L.A.I.I.W}$$$$,CHEMBL319719
2730,PEPTIDE1{[ac].[X28].L.D.I.I.W}$$$$,CHEMBL328942
2731,"PEPTIDE1{[dF].G.A.[X2423]}$PEPTIDE1,PEPTIDE1,4:R2-1:R1$$$",CHEMBL94308
2732,PEPTIDE1{[ac].[Nal].[dPhe(4-Cl)].[d2-Pal].R.[dP].A.[am]}$$$$,CHEMBL94842
2733,PEPTIDE1{[ac].[Nal].[dPhe(4-Cl)].[d2-Pal].A.[dP].A.[am]}$$$$,CHEMBL264526
2734,PEPTIDE1{A.R.Y.Y.S.A.L.R.[dH].Y.I.N.L.I.T.R.Q.R.Y.[am]}$$$$,CHEMBL414515
2735,PEPTIDE1{A.R.Y.Y.S.A.L.[dR].H.Y.I.N.L.I.T.R.Q.R.Y.[am]}$$$$,CHEMBL263835
2736,PEPTIDE1{[ac].F.[dF].[dF].G.[dR].[dP].A.[am]}$$$$,CHEMBL265010
2737,PEPTIDE1{[ac].[Nal].[dF].[dF].G.[dR].[dP].A.[am]}$$$$,CHEMBL405176
